,회사이름,회사코드,옥수치20/03,옥수치20/06,옥수치20/09,옥수치20/12
0,DSR,155660,1.5594541910331383,1.8286814244465832,1.1428571428571428,1.324828263002944
1,GS글로벌,001250,1.7070822025737546,1.3985330073349633,0.7845631891433419,-1.0854982314916453
2,HDC현대산업개발,294870,4.282595134123519,4.288084771913481,4.328100009792082,4.44755318587341
3,KEC,092220,0.0,-0.5509641873278237,0.09220839096357768,-0.6292352371732818
4,KG동부제철,016380,1.2592137592137593,1.2737694477299608,1.547803853529358,0.9641084383352424
5,KG케미칼,001390,1.6421974566993236,1.8901341385517683,2.0034261490665197,1.3914631110127527
6,KTis,058860,3.2322227747389363,2.0463112547119007,1.7647058823529411,-2.474448628294782
7,LG이노텍,011070,2.685817714719449,0.8623115577889447,1.5731404740537402,7.766935209349825
8,LG전자,066570,3.0349081233335005,1.4265557059348632,2.508881807859942,1.738000791215371
9,LG헬로비전,037560,0.4575402635431918,0.5830367006259973,,0.0
10,OCI,010060,-2.401447589504976,-1.2032158183497204,0.48373733864286284,0.9157255043427588
11,SK이노베이션,096770,-6.199796040959446,-1.5530955946763119,-0.09743664089709139,-1.1193489929648794
12,STX,011810,0.07040600797934757,0.9440993788819876,0.7147719537100068,-1.2188466436237948
13,WISCOM,024070,0.21691973969631237,-1.4705882352941175,0.22075055187637968,-0.9080590238365494
14,갤럭시아에스엠,011420,-1.8867924528301887,2.586206896551724,6.722689075630252,4.504504504504505
15,경농,002100,6.819984139571768,0.8658008658008658,-1.551814834297738,-2.694610778443114
16,경동인베스트,012320,1.1293634496919918,1.3950323239197007,-0.42075736325385693,5.017301038062284
17,국도화학,007690,1.1407738445254616,1.8974170645121802,1.2152342771235278,1.435713370080759
18,국동,005320,-3.2490974729241873,16.806181584030906,10.57866184448463,-2.8142589118198873
19,극동유화,014530,1.9031141868512111,1.7599277978339352,1.3668430335097002,1.2123745819397993
20,기아,000270,1.4178357033039242,0.4712159122993194,0.6426210511068094,4.220384695177973
21,까뮤이앤씨,013700,1.5761821366024518,1.2927756653992395,1.4598540145985401,-2.3622047244094486
22,대덕전자,353200,,0.8894198858356563,1.2577800829875518,-0.5792251254987772
23,대웅,003090,1.8433532201315588,1.50206241730874,2.1001239925604462,2.16025137470542
24,덴티움,145720,0.6349206349206349,1.363354678785375,2.6909722222222223,3.8858939802336026
25,두산인프라코어,042670,1.75627553149167,1.5745058623047177,1.8433227960726022,1.6217169046359952
26,두산중공업,034020,0.24421343822264488,-0.22468497201488372,0.7733154379343424,-0.11627793357500904
27,디피씨,026890,6.759443339960239,4.1965199590583415,7.469654528478058,12.552742616033754
28,락앤락,115390,0.1328462304882099,0.7667944657442907,1.552,2.3813602878190854
29,롯데정보통신,286940,1.3959981386691485,2.7867342238599724,2.4085435128379915,1.7860332202178961
30,마니커,027740,-7.574704656011119,-6.180555555555555,-3.8654259126700072,-4.0028591851322375
31,메리츠증권,008560,0.36734465915899145,0.5457972626470922,0.5061819384749353,0.6010826601286577
32,명문제약,017180,-1.6148566814695196,-4.682967260671363,-1.9532908704883227,-4.091726618705036
33,모두투어리츠,204210,25.0,30.0,33.33333333333333,34.61538461538461
