,회사코드,상승율,업종
493,114570,-11.499058233782462,반도체 제조업
494,111820,-10.57182677949229,기타 정보 서비스업
495,219750,-10.243862813299764,의료용 기기 제조업
496,094850,-54.53626654611771,여행사 및 기타 여행보조 서비스업
497,278280,-1.2631949290454971,기초 화학물질 제조업
498,105330,-5.667240394158563,전자부품 제조업
499,047770,-6.499867202509388,봉제의복 제조업
500,078940,13.000616373519197,전기 및 통신 공사업
501,290510,-0.9681790679932252,소프트웨어 개발 및 공급업
502,049430,-1.2869587608370987,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
503,041960,-0.6222513155993522,의약품 제조업
504,045970,-1.9794864771729694,반도체 제조업
505,033290,-2.642109945700724,"섬유, 의복, 신발 및 가죽제품 소매업"
506,056360,-0.2691669295156842,통신 및 방송 장비 제조업
507,043090,-28.726308902365258,기타 전문 도매업
508,182360,-1.0498752950459036,오디오물 출판 및 원판 녹음업
509,114120,-9.03320418335561,전자부품 제조업
510,083790,1.7376407290064237,자연과학 및 공학 연구개발업
511,352770,-20.949883449883437,의료용품 및 기타 의약 관련제품 제조업
512,237880,-0.7250338924134261,기타 화학제품 제조업
513,191420,-0.5595955668701614,기초 의약물질 및 생물학적 제제 제조업
514,073640,-2.208990712668309,기타 금속 가공제품 제조업
515,066700,-0.9647447853945277,의약품 제조업
516,131970,-3.5156738063756494,"그외 기타 전문, 과학 및 기술 서비스업"
517,277880,-1.6492261178122574,특수 목적용 기계 제조업
518,208340,-46.34829059829063,의약품 제조업
519,150900,-3.615430189214047,소프트웨어 개발 및 공급업
520,038950,5.999725683540558,통신 및 방송 장비 제조업
521,068050,1.420101666036621,"영화, 비디오물, 방송프로그램 제작 및 배급업"
522,251970,-4.858030910634861,플라스틱제품 제조업
523,093380,-0.017850005063649418,기타 금속 가공제품 제조업
524,237820,-3.3774267828355065,광고업
525,002230,-6.625696838213473,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
526,137400,2.6121205566590624,특수 목적용 기계 제조업
527,087600,18.98127713955232,전자부품 제조업
528,347770,-14.426572155579786,전자부품 제조업
529,163730,-1.1641764143309057,소프트웨어 개발 및 공급업
530,067310,-0.5578407088519532,반도체 제조업
531,034950,3.70742785740521,기타 사업지원 서비스업
532,318000,0.43789303985435407,합성고무 및 플라스틱 물질 제조업
533,256840,-6.476335820008362,기초 의약물질 및 생물학적 제제 제조업
534,023890,-2.6758519294712677,일차전지 및 축전지 제조업
535,063570,-3.455569086882669,금융 지원 서비스업
536,053300,-1.1240617472797256,소프트웨어 개발 및 공급업
537,025770,-5.096260562225366,전기 통신업
538,030520,1.843408927708696,소프트웨어 개발 및 공급업
539,024740,0.2825839352072237,자동차 신품 부품 제조업
540,086960,-2.5656347181002923,소프트웨어 개발 및 공급업
541,054920,1.7523275411514116,소프트웨어 개발 및 공급업
542,053660,-10.188701059820254,기타 금속 가공제품 제조업
543,011080,0.3926139887445271,봉제의복 제조업
544,290270,-13.143273002631714,소프트웨어 개발 및 공급업
545,028080,99.97180451127817,기타 금융업
546,189980,-0.3082255071784977,비알코올음료 및 얼음 제조업
547,329050,-38.06451612903227,직물직조 및 직물제품 제조업
548,317860,-1.1906942663491469,기타 화학제품 제조업
549,114920,-2.017221418791059,1차 철강 제조업
550,163430,-5.994848764092926,"건축기술, 엔지니어링 및 관련 기술 서비스업"
551,238500,-2.7280701754386008,"그외 기타 전문, 과학 및 기술 서비스업"
552,233250,3.265618322943827,의료용품 및 기타 의약 관련제품 제조업
553,225850,-14.118960831113872,생활용품 도매업
554,281310,-29.83333333333333,자연과학 및 공학 연구개발업
555,199290,-7.2598211718554335,의료용 기기 제조업
556,148780,-31.23586091328028,소프트웨어 개발 및 공급업
557,267810,-4.375948645008244,컴퓨터 및 통신장비 수리업
558,044990,4.390892203349903,전자부품 제조업
559,279060,-13.299836128783504,전자부품 제조업
560,308700,-3.000109841016125,전구 및 조명장치 제조업
561,258050,-9.255221386800331,기타 금속 가공제품 제조업
562,191600,-0.3276987859652389,전자부품 제조업
563,217880,-7.55740504246625,소프트웨어 개발 및 공급업
564,284420,5.923896440205693,기타 식품 제조업
565,282330,1.0762220092349324,종합 소매업
566,138930,0.010828711281860429,기타 금융업
567,004840,-0.989948926089239,기타 금융업
568,006360,1.1670870619699265,건물 건설업
569,039570,0.1741955338361985,전기 및 통신 공사업
570,001120,-0.5564702277911554,상품 중개업
571,023150,0.6966136421317995,알코올음료 제조업
572,034120,2.140011188732187,텔레비전 방송업
573,101060,-0.975552742911847,텔레비전 방송업
574,002360,-8.78748188919634,기초 화학물질 제조업
575,018670,1.5179602820667166,기타 전문 도매업
576,017670,-0.9177662544500826,전기 통신업
577,037270,3.610175339625834,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
578,002720,0.8605296112328765,의약품 제조업
579,001570,-1.643295750733091,기초 화학물질 제조업
580,002350,-1.7754871523930607,고무제품 제조업
581,005250,-0.6931637099781817,회사 본부 및 경영 컨설팅 서비스업
582,072710,1.7197723156850144,기타 금융업
583,058730,-5.336483675013439,"구조용 금속제품, 탱크 및 증기발생기 제조업"
584,069620,-0.5239232826840035,의약품 제조업
585,006650,-2.795939819334485,기초 화학물질 제조업
586,012510,-5.11230777941618,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
587,002150,0.550044297566194,"건축기술, 엔지니어링 및 관련 기술 서비스업"
588,007590,0.387845095536128,"비료, 농약 및 살균, 살충제 제조업"
589,026960,2.3303461540411736,음·식료품 및 담배 도매업
590,001520,-1.5526476902423465,"시멘트, 석회, 플라스터 및 그 제품 제조업"
591,082640,-0.07244259231299145,보험업
592,006040,0.40056572293290466,어로 어업
593,003160,-4.082377710082961,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
594,013570,-0.2630294588032845,기타 금융업
595,004000,0.31919344589361764,기초 화학물질 제조업
596,002270,-0.9723347469572258,낙농제품 및 식용빙과류 제조업
597,204320,0.08561540003741468,자동차 신품 부품 제조업
598,090370,14.250118041104418,봉제의복 제조업
599,009680,0.6966557421439277,자동차 신품 부품 제조업
600,134380,-0.4807236374920086,기타 화학제품 제조업
601,002410,3.577772822944151,건물 건설업
602,005180,-0.32661743190330583,낙농제품 및 식용빙과류 제조업
603,207940,2.034565736870399,기초 의약물질 및 생물학적 제제 제조업
604,018260,0.20284457631849234,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
605,016360,0.030142847706395807,금융 지원 서비스업
606,029780,0.02410116111593732,기타 금융업
607,002170,7.126097759292439,"가죽, 가방 및 유사제품 제조업"
608,002810,0.6173425921388175,기타 전문 도매업
609,000520,1.9569281170950577,의약품 제조업
610,009770,4.448421748140592,"펄프, 종이 및 판지 제조업"
611,248170,2.939130080314849,기타 식품 제조업
612,200880,1.2705279590088223,자동차 신품 부품 제조업
613,003080,-0.7841542505333292,"비료, 농약 및 살균, 살충제 제조업"
614,306200,2.2398707987764355,1차 철강 제조업
615,308170,-0.8079750652741315,자동차 신품 부품 제조업
616,004430,0.4722733943880528,기타 화학제품 제조업
617,017550,0.41280884939551626,특수 목적용 기계 제조업
618,029530,-5.6572429219186455,컴퓨터 및 주변장치 제조업
619,011930,2.8164266963458493,반도체 제조업
620,031430,0.25690632386547463,"섬유, 의복, 신발 및 가죽제품 소매업"
621,031440,-1.621054131537356,음식점업
622,001770,-2.202063529811559,1차 철강 제조업
623,003410,-0.05799207419255403,"시멘트, 석회, 플라스터 및 그 제품 제조업"
624,004920,0.3670783460969947,그외 기타 제품 제조업
625,002790,-3.413815742228159,기타 화학제품 제조업
626,010780,-4.6472308222046195,"내화, 비내화 요업제품 제조업"
627,018250,-6.176562983563002,기타 화학제품 제조업
628,005850,-0.29707895967678083,자동차 신품 부품 제조업
629,181710,1.4461698895184159,소프트웨어 개발 및 공급업
630,011330,0.5934549030585231,"가죽, 가방 및 유사제품 제조업"
631,003460,-0.15124678247319612,금융 지원 서비스업
632,025820,-0.9162006335401652,1차 비철금속 제조업
633,084680,-1.6420039191013074,유원지 및 기타 오락관련 서비스업
634,003120,-0.670057394534729,의약품 제조업
635,194370,-3.1579066737342867,"가죽, 가방 및 유사제품 제조업"
636,025620,-20.756438688648004,기타 화학제품 제조업
637,120030,-5.36271992219823,기타 금속 가공제품 제조업
638,063160,-0.6406762388914827,의약품 제조업
639,013890,-5.500247161599139,가구 제조업
640,088790,-3.8921762573566,기타 전문 도매업
641,051630,0.10939019721457674,플라스틱제품 제조업
642,005070,-1.0354853895494722,기타 화학제품 제조업
643,284740,7.359571454620985,개인 및 가정용품 임대업
644,007980,-1.7943267127274303,봉제의복 제조업
645,055490,1.0028299544016352,플라스틱제품 제조업
646,078000,-5.499403655314595,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
647,036580,-0.6746003109909109,"곡물가공품, 전분 및 전분제품 제조업"
648,071090,-1.1864031675735207,1차 철강 제조업
649,000080,1.1967425310005164,알코올음료 제조업
650,004090,0.4129427839880347,기타 비금속 광물제품 제조업
651,002200,1.8157393968585795,"골판지, 종이 상자 및 종이용기 제조업"
652,123890,-47.499177956511744,신탁업 및 집합투자업
653,025890,1.442248693542763,특수 목적용 기계 제조업
654,024720,-1.0677653607552287,기타 금융업
655,047810,3.3492922381762464,"항공기,우주선 및 부품 제조업"
656,060980,0.8708515250249776,기타 금융업
657,008930,1.674564814997884,기타 금융업
658,009240,-3.4459390146458055,생활용품 도매업
659,004150,1.8188156192397145,기타 금융업
660,004960,0.010631248632785275,건물 건설업
661,011700,-1.7419335313335937,일반 목적용 기계 제조업
662,012450,0.559242226174928,"항공기,우주선 및 부품 제조업"
663,126560,-2.97241172789429,텔레비전 방송업
664,094280,0.3837116864695809,기타 사업지원 서비스업
665,005870,-3.3901704971299473,통신 및 방송 장비 제조업
666,079190,-5.157637572978316,통신 및 방송 장비 제조업
667,950170,-10.85266124317298,종합 소매업
668,021320,-0.4167742843209331,건물 건설업
669,036670,2.9967652208469477,기타 화학제품 제조업
670,151860,-3.0088731985608264,폐기물 처리업
671,160550,0.49279470007478177,"영화, 비디오물, 방송프로그램 제작 및 배급업"
672,950110,-2.2682691428276107,소프트웨어 개발 및 공급업
673,184230,1.7748608384059896,소프트웨어 개발 및 공급업
674,063440,-2.2285108196996095,기록매체 복제업
675,246690,5.988016585465933,신탁업 및 집합투자업
676,052300,-3.893231520961098,기타 운송관련 서비스업
677,198440,0.04641996414475601,"시멘트, 석회, 플라스터 및 그 제품 제조업"
678,035290,-8.856249857802656,"서적, 잡지 및 기타 인쇄물 출판업"
679,060480,-2.935504771826929,1차 비철금속 제조업
680,307750,-1.069436035329262,의약품 제조업
681,121600,-3.6707742929405835,기타 화학제품 제조업
682,190510,7.615251731668197,전자부품 제조업
683,267320,2.6581681383058,특수 목적용 기계 제조업
684,137940,-8.414014264091321,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
685,041140,1.6665736113607907,소프트웨어 개발 및 공급업
686,278650,-5.807182866033723,자연과학 및 공학 연구개발업
687,900100,7.715219121623063,자동차 부품 및 내장품 판매업
688,039560,-1.113813280121553,통신 및 방송 장비 제조업
689,068240,0.116139915711668,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
690,007720,-2.693718795844227,상품 종합 도매업
691,036480,-1.4725660079216392,의약품 제조업
692,005710,-2.577948447331603,자동차 신품 부품 제조업
693,010170,-8.264643462427706,절연선 및 케이블 제조업
694,299170,-3.377813047926048,생활용품 도매업
695,090410,-5.856869854625303,"구조용 금속제품, 탱크 및 증기발생기 제조업"
696,261200,-4.5526687173337255,의료용 기기 제조업
697,075970,0.15589289616897314,기타 비금속 광물제품 제조업
698,025950,-3.2004460872474483,토목 건설업
699,032960,-1.8300808508128072,전자부품 제조업
700,073190,0.28334980715933106,가구 제조업
701,060570,-5.003752962113172,기타 전문 도매업
702,043360,-0.9961031302978227,컴퓨터 및 주변장치 제조업
703,106520,-6.871681464281673,사진장비 및 광학기기 제조업
704,068930,0.6592324547073911,일반 교습 학원
705,187220,-2.1081649354475207,기타 과학기술 서비스업
706,050120,-1.7103084076962334,생활용품 도매업
707,069540,-5.359598444625361,통신 및 방송 장비 제조업
708,171010,1.2405277626813882,기초 화학물질 제조업
709,141080,-10.56541963041159,자연과학 및 공학 연구개발업
710,294140,-8.835148430009406,화학섬유 제조업
711,090360,-6.585239720720935,특수 목적용 기계 제조업
712,012700,71.33788357976279,기타 전문 도매업
713,141070,-14.839963434524503,특수 목적용 기계 제조업
714,054180,-2.3747575789663085,선박 및 보트 건조업
715,078160,0.39938278345611,기초 의약물질 및 생물학적 제제 제조업
716,049950,-18.259342450840887,특수 목적용 기계 제조업
717,064550,29.408568762307212,의료용품 및 기타 의약 관련제품 제조업
718,177350,-6.78307775165253,특수 목적용 기계 제조업
719,250000,-8.845325562650793,음·식료품 및 담배 도매업
720,014470,0.10821542727945735,기타 금융업
721,064480,8.426571330726432,소프트웨어 개발 및 공급업
722,148140,-17.551373983557763,일반 목적용 기계 제조업
723,138580,-39.51975450709629,소프트웨어 개발 및 공급업
724,054090,1.0574989848008234,그외 기타 제품 제조업
725,024950,3.743424495227815,생활용품 도매업
726,017480,-0.4017452095036774,1차 철강 제조업
727,079650,-9.022818355146264,"시멘트, 석회, 플라스터 및 그 제품 제조업"
728,045300,-1.8932644446907252,전자부품 제조업
729,015750,-0.5814136721700627,자동차 신품 부품 제조업
730,100700,0.558600393683735,의료용품 및 기타 의약 관련제품 제조업
731,036630,-0.6744929639876774,전기 통신업
732,053450,-1.314379128363462,사진장비 및 광학기기 제조업
733,049180,2.929726148237437,기초 의약물질 및 생물학적 제제 제조업
734,043100,6.512483424608799,의료용 기기 제조업
735,035610,0.02941733396624849,회사 본부 및 경영 컨설팅 서비스업
736,050960,-5.978824310973977,소프트웨어 개발 및 공급업
737,058530,5.940332613968937,생활용품 도매업
738,192440,-1.3502643351520083,그외 기타 제품 제조업
739,131100,-8.085112313705281,상품 종합 도매업
740,020710,-5.779487928138143,전문디자인업
741,131090,10.942765401504515,소프트웨어 개발 및 공급업
742,290520,-17.773989183947826,특수 목적용 기계 제조업
743,226330,41.66657754010696,소프트웨어 개발 및 공급업
744,108320,0.341349032918695,반도체 제조업
745,222420,-3.2376772348436607,기타 비금속 광물제품 제조업
746,136510,-16.0966361875082,특수 목적용 기계 제조업
747,099320,4.215316254431034,"항공기,우주선 및 부품 제조업"
748,225330,-4.023371067901169,일반 교습 학원
749,101240,-0.7886676858966595,기초 화학물질 제조업
750,036010,-8.432852952007835,전자부품 제조업
751,246720,20.560368794239775,의료용품 및 기타 의약 관련제품 제조업
752,332370,-1.235203293875452,컴퓨터 및 주변장치 제조업
753,123010,-6.992115329206498,전자부품 제조업
754,052770,55.105512630829104,소프트웨어 개발 및 공급업
755,013310,-0.3279984912124567,자동차 신품 부품 제조업
756,067160,2.167004177869953,소프트웨어 개발 및 공급업
757,347860,71.81818181818183,소프트웨어 개발 및 공급업
758,085810,-3.349324195264972,소프트웨어 개발 및 공급업
759,196300,-1.4883093545987414,기초 의약물질 및 생물학적 제제 제조업
760,238090,-1.626134000634894,플라스틱제품 제조업
761,174900,7.049317356146419,의료용품 및 기타 의약 관련제품 제조업
762,234300,-2.553459907026839,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
763,288620,-5.113887205823083,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
764,054630,-4.853659570465907,그외 기타 제품 제조업
765,298380,-106.77913017134614,기초 의약물질 및 생물학적 제제 제조업
766,003800,0.41744301578874876,가구 제조업
767,224110,0.18313223704000686,통신 및 방송 장비 제조업
768,073070,-12.165415504268678,자동차 신품 부품 제조업
769,038110,0.5630819740695243,자동차 신품 부품 제조업
770,205100,1.5866621397497085,소프트웨어 개발 및 공급업
771,067570,0.5681372512458955,자동차 신품 부품 제조업
772,208860,12.60282021151586,소프트웨어 개발 및 공급업
773,183490,-12.623015728188943,기초 의약물질 및 생물학적 제제 제조업
774,182400,44.107214366985886,기초 의약물질 및 생물학적 제제 제조업
775,069410,8.752035012420663,소프트웨어 개발 및 공급업
776,096870,8.020406306167782,반도체 제조업
777,037950,-4.670469836832831,전자부품 제조업
778,060850,6.662743681864762,소프트웨어 개발 및 공급업
779,065500,-3.8866707613486247,자동차 신품 부품 제조업
780,226400,-2.4848959727264397,의료용 기기 제조업
781,067170,-2.8406006249733813,자동차 재제조 부품 제조업
782,273060,-4.350911230890973,광고업
783,104830,-0.8126094547615935,기초 화학물질 제조업
784,008370,1.5830716902145479,플라스틱제품 제조업
785,069080,13.576663481197937,소프트웨어 개발 및 공급업
786,044340,3.7321598041183193,가정용 기기 제조업
787,112040,-1.1071487311884087,소프트웨어 개발 및 공급업
788,089850,1.7835770667832058,소프트웨어 개발 및 공급업
789,264450,0.6762286329406467,통신 및 방송 장비 제조업
790,084370,-1.6548975722063175,특수 목적용 기계 제조업
791,039020,-0.5597454984573175,제재 및 목재 가공업
792,073490,8.251514193192063,통신 및 방송 장비 제조업
793,272290,2.0482050379282675,전자부품 제조업
794,054210,1.9690892996909404,전자부품 제조업
795,086890,-1.139892750008913,의료용품 및 기타 의약 관련제품 제조업
796,277410,-3.0776170288758746,기타 식품 제조업
797,033230,-0.13595275171373555,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
798,049070,3.462488360237626,통신 및 방송 장비 제조업
799,035080,-0.7026571033309603,무점포 소매업
800,189300,-1.6791202062106791,통신 및 방송 장비 제조업
801,221610,-2.0452291400169744,기타 화학제품 제조업
802,289220,-3.7075648365970957,"영화, 비디오물, 방송프로그램 제작 및 배급업"
803,049630,3.517449084487424,사진장비 및 광학기기 제조업
804,065620,8.25474748611386,1차 철강 제조업
805,287410,22.0860480609409,의료용 기기 제조업
806,204270,8.225227893783078,전자부품 제조업
807,089790,5.151779289351663,특수 목적용 기계 제조업
808,033340,-8.886155739378594,봉제의복 제조업
809,086060,-1.8588473639665875,동물용 사료 및 조제식품 제조업
810,036890,-0.25980435531851803,특수 목적용 기계 제조업
811,047820,-3.3478807902857897,"영화, 비디오물, 방송프로그램 제작 및 배급업"
812,284620,-70.41055718475073,자연과학 및 공학 연구개발업
813,317530,-5.709308612534419,"영화, 비디오물, 방송프로그램 제작 및 배급업"
814,050110,-0.600365285460469,전자부품 제조업
815,032500,9.377822411063004,통신 및 방송 장비 제조업
816,024880,-1.163950643052032,기타 금속 가공제품 제조업
817,224060,2.91466617148788,특수 목적용 기계 제조업
818,190650,-3.518190283482432,기타 금융업
819,183300,-6.650618046373179,특수 목적용 기계 제조업
820,222040,-3.293853489899404,기타 식품 제조업
821,241710,-2.193719982087137,기타 화학제품 제조업
822,121850,7.213962706447025,플라스틱제품 제조업
823,054780,1.74000475541614,"영화, 비디오물, 방송프로그램 제작 및 배급업"
824,124560,0.43549053746149186,기타 운송관련 서비스업
825,182690,12.88606903279949,반도체 제조업
826,200230,4.106156909523795,통신 및 방송 장비 제조업
827,051360,-3.141081582246689,영상 및 음향기기 제조업
828,322180,-6.806283828492816,소프트웨어 개발 및 공급업
829,033830,0.8871796870710241,텔레비전 방송업
830,356860,6.520470706912201,전자부품 제조업
831,046210,15.907675966062905,의료용품 및 기타 의약 관련제품 제조업
832,177830,0.42707400535422113,전자부품 제조업
833,037030,-1.473874795965406,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
834,032800,8.381973354508721,창작 및 예술관련 서비스업
835,053610,-0.6746774197019474,특수 목적용 기계 제조업
836,131390,1.0350383229198554,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
837,319660,11.654765458177389,특수 목적용 기계 제조업
838,161580,-6.0850434685944625,특수 목적용 기계 제조업
839,023760,0.2973136671798059,기타 금융업
840,046110,-1.1721156967020931,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
841,092300,-1.584665232928905,전자부품 제조업
842,092590,6.340624892349033,반도체 제조업
843,322970,-13.333333333333368,자연과학 및 공학 연구개발업
844,245450,1.5963983150546621,통신 및 방송 장비 제조업
845,058970,5.571434220134631,소프트웨어 개발 및 공급업
846,270020,-8.735829399079096,기타 비금속 광물제품 제조업
847,232530,-1.3184533882208285,일차전지 및 축전지 제조업
848,211050,1.6752475133850786,보험 및 연금관련 서비스업
849,116100,-0.4915560763523053,자동차 신품 부품 제조업
850,107640,-1.4883397260524984,자동차 신품 부품 제조업
851,095570,-0.2192267792036172,산업용 기계 및 장비 임대업
852,001880,1.7273362754117771,건물 건설업
853,069730,0.21114363948822146,1차 철강 제조업
854,007700,-1.4650314111182874,봉제의복 제조업
855,114090,-35.51648804154007,유원지 및 기타 오락관련 서비스업
856,001060,-2.1505099897646995,의약품 제조업
857,092230,2.665513863636198,기초 화학물질 제조업
858,044450,-0.042572557777819514,해상 운송업
859,108670,-0.8049280227566007,플라스틱제품 제조업
860,051910,-3.149891738106745,기초 화학물질 제조업
861,079550,0.7343909943553044,무기 및 총포탄 제조업
862,006260,-0.38845191908964205,기타 금융업
863,035420,-8.138372865609284,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
864,034310,-0.7652198535596181,회사 본부 및 경영 컨설팅 서비스업
865,008260,-0.16756806440592056,1차 철강 제조업
866,001510,-0.14080717339565235,금융 지원 서비스업
867,100840,0.8276127050759936,일반 목적용 기계 제조업
868,012610,-0.41436210112750843,기초 화학물질 제조업
869,009140,3.7658641449625065,전자부품 제조업
870,001140,-1.15632336318066,도로 화물 운송업
871,092440,0.5573004022200195,특수 목적용 기계 제조업
872,006280,-1.1522936800982047,의약품 제조업
873,008060,-3.5892650384818316,기타 금융업
874,008110,1.8296057241708565,통신 및 방송 장비 제조업
875,005750,-1.4879747543769237,"내화, 비내화 요업제품 제조업"
876,009190,-4.562446059585502,1차 철강 제조업
877,000430,-1.0561552746408194,자동차 신품 부품 제조업
878,012800,-0.8520387522550854,1차 비철금속 제조업
879,001230,0.5428553717050104,1차 철강 제조업
880,000020,1.1446047188748107,의약품 제조업
881,000150,-1.1161643472168237,회사 본부 및 경영 컨설팅 서비스업
882,241560,-0.12479967231697685,특수 목적용 기계 제조업
883,001530,0.4822695139206068,상품 중개업
884,092200,-5.8208014621012,자동차 신품 부품 제조업
885,032350,-3.0010829251482125,여행사 및 기타 여행보조 서비스업
886,005300,0.3968605338897935,비알코올음료 및 얼음 제조업
887,011170,-7.1744833696243315,기초 화학물질 제조업
888,009900,5.811101314160752,자동차 신품 부품 제조업
889,033920,-3.3105432902314953,알코올음료 제조업
890,007120,8.528863866629829,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
891,155900,0.9507399950394645,운송장비 임대업
892,005030,-0.5006393124821152,자동차 신품 부품 제조업
893,007160,-2.014720838838327,어로 어업
894,014710,-0.07908260813491705,수산물 가공 및 저장 처리업
895,005930,-4.6484125747492495,통신 및 방송 장비 제조업
896,001360,-0.5757413486120648,의약품 제조업
897,023000,-0.4339703976712023,자동차 신품 부품 제조업
898,004380,-4.025136933985643,일반 목적용 기계 제조업
899,004450,-1.8629464980223247,기타 금속 가공제품 제조업
900,002820,-0.5279871849053183,나무제품 제조업
901,004980,-0.4633049015167679,"시멘트, 석회, 플라스터 및 그 제품 제조업"
902,019440,-2.0703961059848597,1차 철강 제조업
903,013000,-0.821421583076213,기타 전문 도매업
904,021820,3.1668183019720275,자동차 신품 부품 제조업
905,075580,-0.5318857965810934,선박 및 보트 건조업
906,145210,-1.0726904166005495,특수 목적용 기계 제조업
907,068270,-0.5515496237155348,기초 의약물질 및 생물학적 제제 제조업
908,005390,0.13987999575867394,기타 전문 도매업
909,004170,-1.0065403026261925,종합 소매업
910,090430,-3.5884406683701418,기타 화학제품 제조업
911,002030,0.33749205247799086,회사 본부 및 경영 컨설팅 서비스업
912,011090,-4.397064214702825,가구 제조업
913,123700,0.09146282108722203,자동차 신품 부품 제조업
914,138250,-10.483042990713686,무점포 소매업
915,085310,1.8779548560613106,"구조용 금속제품, 탱크 및 증기발생기 제조업"
916,004250,0.6468754150616369,플라스틱제품 제조업
917,111770,1.0322324844812887,상품 종합 도매업
918,009970,1.6129591520899502,기타 금융업
919,070960,-1.841705604984564,일반 및 생활 숙박시설 운영업
920,118000,0.4706763931608883,기계장비 및 관련 물품 도매업
921,017370,-0.8677058447614743,특수 목적용 기계 제조업
922,105840,0.702924115036586,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
923,049800,0.6289803024265417,특수 목적용 기계 제조업
924,014830,0.9499881123797623,기초 화학물질 제조업
925,001200,-0.011036710038207305,금융 지원 서비스업
926,008250,-1.0149602979441723,나무제품 제조업
927,214320,-1.2620047825304077,광고업
928,102460,-4.227262489415399,의약품 제조업
929,006490,-0.42619801084990916,전기 통신업
930,004910,-1.273871609615539,기타 화학제품 제조업
931,000480,1.0774595095682047,"내화, 비내화 요업제품 제조업"
932,272450,-47.05850534173682,항공 여객 운송업
933,009310,-1.8463901980891768,특수 목적용 기계 제조업
934,003070,1.9213964227201132,토목 건설업
935,012170,-9.160905816817507,"영화, 비디오물, 방송프로그램 제작 및 배급업"
936,006890,3.610041720484738,기초 화학물질 제조업
937,214420,-5.615898537609596,기타 화학제품 제조업
938,016800,1.68056221323588,가구 제조업
939,001020,4.061707026828644,"펄프, 종이 및 판지 제조업"
940,007630,4.4700536629511705,상품 중개업
941,293480,-3.7711298699031524,의약품 제조업
942,010040,-1.079726800704792,"내화, 비내화 요업제품 제조업"
943,002960,0.5859029035141228,석유 정제품 제조업
944,104700,-0.43858990291382177,1차 철강 제조업
945,003350,-3.910017599708783,기타 화학제품 제조업
946,053690,2.53745240778015,"건축기술, 엔지니어링 및 관련 기술 서비스업"
947,010420,0.18996901644641798,기타 전문 도매업
948,001750,1.0062172549043085,금융 지원 서비스업
949,097230,1.171215813494212,토목 건설업
950,003480,0.5596233665161279,연료용 가스 제조 및 배관공급업
951,000880,-1.5460049107958458,기타 화학제품 제조업
952,267260,-0.05220692203057175,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
953,004020,-1.5231380776387222,1차 철강 제조업
954,032560,-1.3345937476970242,1차 비철금속 제조업
955,241520,9.547648499177916,신탁업 및 집합투자업
956,044180,3.4890044034575802,건물 건설업
957,122450,0.8323102275157158,텔레비전 방송업
958,219550,-43.980832363185314,생활용품 도매업
959,099220,-1.9520706927986904,기계장비 및 관련 물품 도매업
960,036490,-0.3291690813692333,기초 화학물질 제조업
961,950180,-37.719756701917944,소프트웨어 개발 및 공급업
962,073570,15.758494572053895,특수 목적용 기계 제조업
963,079940,0.9381357596364498,소프트웨어 개발 및 공급업
964,036620,9.082819174181294,기타 전문 도매업
965,039240,-0.17673048948715456,1차 철강 제조업
966,090150,4.12006838521542,자동차 신품 부품 제조업
967,204620,-10.813793672224197,금융 지원 서비스업
968,019660,0.536821698459219,상품 종합 도매업
969,187790,-1.2230643203362772,기초 화학물질 제조업
970,168330,2.7980875491835615,자연과학 및 공학 연구개발업
971,253590,1.0930621238042248,특수 목적용 기계 제조업
972,042420,7.357737229177088,소프트웨어 개발 및 공급업
973,153460,17.420740335022145,소프트웨어 개발 및 공급업
974,065170,-3.028094812739522,음·식료품 및 담배 도매업
975,194700,-1.8802965856192622,기타 식품 제조업
976,085670,-5.752032899158339,전자부품 제조업
977,025440,-0.6089485200764798,영상 및 음향기기 제조업
978,108380,0.12423605075259064,선박 및 보트 건조업
979,007680,-3.9007883542784643,건물 건설업
980,054670,2.720331000125245,의약품 제조업
981,317330,-10.310769548809361,기타 화학제품 제조업
982,077360,1.4498866424503838,반도체 제조업
983,086450,-0.013072539978734782,의약품 제조업
984,005290,2.033259695462749,기초 화학물질 제조업
