,회사코드,회사이름,corr
668,205100,엑셈,-0.3621068176110474
669,067570,엔브이에이치코리아,-0.3225627480044629
670,183490,엔지켐생명과학,-0.791029463870243
671,182400,엔케이맥스,-0.7113530425003745
672,069410,엔텔스,0.8482815883830315
673,096870,엘디티,-0.5780329933513043
674,037950,엘컴텍,-0.9903423807747984
675,226400,오스테오닉,-0.06933849301142934
676,067170,오텍,0.05189441900120754
677,104830,원익머트리얼즈,-0.028682873018289264
678,008370,원풍,0.570976767324257
679,069080,웹젠,0.9956855502010679
680,044340,위닉스,-0.935223575738728
681,112040,위메이드,-0.7029059361584777
682,089850,유비벨록스,0.5941428218282047
683,264450,유비쿼스,0.6155122822759074
684,084370,유진테크,0.9696808650108681
685,039020,이건홀딩스,0.02753730642515979
686,073490,이노와이어리스,-0.7963214798103538
687,272290,이녹스첨단소재,0.6132695712076416
688,054210,이랜텍,0.31000198518230476
689,115610,이미지스,-0.03880721601700332
690,086890,이수앱지스,0.44242194879724484
691,277410,인산가,0.8984520603288341
692,033230,인성정보,-0.48516216965079123
693,049070,인탑스,0.77391875772306
694,189300,인텔리안테크,-0.2890035430407185
695,221610,자안,-0.45770006902403465
696,049630,재영솔루텍,-0.8111754381224763
697,065620,제낙스,-0.3345570936962523
698,089790,제이티,-0.049667878226161685
699,036180,지더블유바이텍,0.78464566411483
700,086060,진바이오텍,0.5746386142012886
701,036890,진성티이씨,-0.2444899470950586
702,317530,캐리소프트,-0.8761335827117979
703,180400,캔서롭,
704,050110,캠시스,0.8465303864708265
705,032500,케이엠더블유,0.10659947439342982
706,024880,케이피에프,-0.010824746148968757
707,078940,코드네이처,-0.04350190088680829
708,224060,코디엠,0.18661517165111632
709,190650,코리아에셋투자증권,-0.23727673873510585
710,183300,코미코,0.9398024136854389
711,121850,코이즈,0.12586994852762157
712,043090,큐브앤컴퍼니,-0.9421275207513299
713,054780,키이스트,-0.14641646047296356
714,065130,탑엔지니어링,-0.9051635410275136
715,124560,태웅로직스,-0.701964728640271
716,200230,텔콘RF제약,0.11045475090317289
717,051360,토비스,0.6688671480593585
718,322180,티라유텍,0.7819702680149905
719,034230,파라다이스,0.9329836000300348
720,177830,파버나인,0.8072620998560348
721,037030,파워넷,0.23067247201407035
722,038160,팍스넷,-0.9177343756231127
723,053610,프로텍,0.4637032553199485
724,319660,피에스케이,-0.14701335073648153
725,161580,필옵틱스,0.06977273915425798
726,023760,한국캐피탈,-0.8121486951762861
727,039670,한류타임즈,
728,046110,한일네트웍스,0.4785392266535836
729,220630,해마로푸드서비스,-0.347509592803327
730,084990,헬릭스미스,0.19605878944170074
731,037440,희림,0.6647048292944149
732,000120,CJ대한통운,0.8931930419805284
733,069730,DSR제강,-0.6714250188339855
734,114090,GKL,0.9080592236300326
735,001060,JW중외제약,0.4519494043972625
736,092230,KPX홀딩스,-0.1471882232479606
737,044450,KSS해운,-0.1378168551422905
738,093050,LF,0.33311918797677
739,108670,LG하우시스,0.013574595577755776
740,051910,LG화학,0.9075819230131864
741,079550,LIG넥스원,-0.8534787307178937
742,006260,LS,-0.39803716141218365
743,035420,NAVER,0.0452234012992569
744,034310,NICE,0.9870762403402057
745,008260,NI스틸,-0.6044936263378765
746,005090,SGC에너지,-0.3703463396492995
747,002360,SH에너지화학,-0.10807225152140376
748,001510,SK증권,0.933397015905146
749,000660,SK하이닉스,-0.2496024216834029
750,012610,경인양행,-0.021044890925419054
751,009140,경인전자,-0.36719683621934374
752,001140,국보,0.9738047898570704
753,092440,기신정기,0.43809304165776003
754,006280,녹십자,0.9067500525044855
755,008060,대덕,0.9528696131624352
756,008110,대동전자,-0.29340620187742045
757,005750,대림비앤코,0.5219849780343597
758,009190,대양금속,-0.45373021867743674
759,012800,대창,-0.5053889177111482
760,001230,동국제강,-0.4810626885957935
761,002900,동양물산기업,0.4181661747443443
762,000020,동화약품,0.3530430929017193
763,034020,두산중공업,0.5625165979776743
764,001530,디아이동일,-0.44728859928246845
765,092200,디아이씨,-0.6452228233597538
766,032350,롯데관광개발,-0.5154648141169093
767,033920,무학,-0.9406083450814173
768,007120,미래아이앤지,0.5552907842195726
769,155900,바다로19호,0.8282751921104531
770,014710,사조씨푸드,-0.857989306154474
771,028260,삼성물산,-0.643894733437699
772,005930,삼성전자,0.37206060831874344
773,001360,삼성제약,-0.9209027536284684
774,023000,삼원강재,-0.9876203455349958
775,004380,삼익THK,0.5365691832209466
776,000520,삼일제약,-0.911750501004451
777,005500,삼진제약,-0.49426258783210103
778,004450,삼화왕관,-0.8997906646183519
779,007860,서연,0.5361578766933196
780,002820,선창산업,-0.8679701963231283
781,004980,성신양회,0.3814772155829128
782,019440,세아특수강,0.9585055643226534
783,013000,세우글로벌,0.7733238053259387
784,021820,세원정공,
785,075580,세진중공업,0.7816866291699954
786,145210,세화아이엠씨,0.4016192682469731
787,068270,셀트리온,0.9946743635228723
788,004970,신라교역,-0.7687194711455004
789,005390,신성통상,0.19541999240138175
790,004170,신세계,0.34359095625993713
791,090430,아모레퍼시픽,0.4307183800680306
792,002030,아세아,0.023371154543798324
793,010780,아이에스동서,0.5933802353530495
794,123700,에스제이엠,0.33036919952359267
795,138250,엔에스쇼핑,-0.08251825757440374
796,085310,엔케이,-0.16305167169314758
797,004250,엔피씨,-0.8199726824201007
798,111770,영원무역,-0.5171437677333217
799,009970,영원무역홀딩스,-0.1905614284216265
800,118000,우리들휴브레인,-0.4848484769047827
801,017370,우신시스템,0.11513160500032749
802,105840,우진,0.8755115543130144
803,049800,우진플라임,-0.45718299305511173
804,014830,유니드,-0.5376110154002014
805,001200,유진증권,-0.07812289662465205
806,008250,이건산업,-0.4355349614525898
807,214320,이노션,0.5216731475156371
808,102460,이연제약,0.34688678121544864
809,006490,인스코비,-0.9372397164677398
810,226320,잇츠한불,-0.5672177976704128
811,004910,조광페인트,0.5613659329131483
812,000480,조선내화,-0.3653385558750464
813,272450,진에어,-0.15671334070335036
814,009310,참엔지니어링,-0.022655172251912135
815,003070,코오롱글로벌,0.5580932300380717
816,006890,태경케미컬,0.52295874368333
817,214420,토니모리,-0.961188919375136
818,001020,페이퍼코리아,-0.7920000554677536
819,005490,포스코,0.5308389322535528
820,007630,폴루스바이오팜,
821,293480,하나제약,0.5138731208513144
822,002960,한국쉘석유,-0.9758194334681258
823,104700,한국철강,-0.8061812469974733
824,003350,한국화장품제조,-0.9687001508912004
825,053690,한미글로벌,-0.5812537268510487
826,010420,한솔피엔에스,-0.3800713719295716
827,001750,한양증권,0.6810437782404728
828,097230,한진중공업,0.027565517472497348
829,003480,한진중공업홀딩스,-0.9809365711747532
830,267260,현대일렉트릭,0.38402779466817266
831,004020,현대제철,-0.9025241941199831
832,032560,황금에스티,-0.18122504155462688
833,241520,DSC인베스트먼트,0.4946037638292776
834,122450,KMH,0.5195601420950122
835,104200,NHN벅스,0.29552107946771605
836,099220,SDN,0.18352968061245223
837,040610,SG&G,-0.5336529180480039
838,036490,SK머티리얼즈,0.5564943899735435
839,950180,SNK,0.9590911905268558
840,079940,가비아,-0.6602518409943863
841,039240,경남스틸,0.848865555593643
842,060480,국일신동,-0.10829534009203869
843,204620,글로벌텍스프리,0.887146290237353
844,019660,글로본,-0.645340684603504
845,187790,나노,0.5746389952802946
846,253590,네오셈,0.9117041994208789
847,042420,네오위즈홀딩스,0.27440032080357096
848,153460,네이블커뮤니케이션즈,-0.5670517197068456
849,065170,넥스트BT,0.4385382015297933
850,194700,노바렉스,0.7771931822102405
851,108380,대양전기공업,-0.8651266838138019
852,007680,대원,0.9552011375435113
853,054670,대한뉴팜,0.6215027908380109
854,035290,더블유에프엠,
855,077360,덕산하이메탈,0.9322239343276024
856,086450,동국제약,0.15237213945686465
857,005290,동진쎄미켐,0.762531451529459
858,187870,디바이스이엔지,0.429483970439905
859,263690,디알젬,0.26674321818258456
860,033430,디에스티,-0.11722106865201404
861,171120,라이온켐텍,-0.7209623707407372
862,029480,릭스솔루션,0.5245561022165011
863,042500,링네트,-0.34609797168892115
864,147760,마이크로프랜드,0.4224799901114949
865,127160,매직마이크로,0.37275491533046673
866,215200,메가스터디교육,-0.6994209579427422
867,235980,메드팩토,-0.9383212867548351
868,006920,모헨즈,-0.331993710740914
869,059090,미코,0.8390228495682541
870,214180,민앤지,-0.7633596110807004
871,035620,바른손이앤에이,-0.3163372211938407
872,032980,바이온,-0.8850350419991558
873,206400,베노홀딩스,-0.5551593293015855
874,148140,비디아이,-0.8797877266994762
875,083650,비에이치아이,0.50011059824167
876,019770,서연탑메탈,-0.7847847732486133
877,046890,서울반도체,0.5236733976229194
878,093920,서원인텍,0.23774323427147995
879,123420,선데이토즈,0.19565908636816642
880,043260,성호전자,-0.6659168230770707
881,234340,세틀뱅크,0.8689557606515642
882,094840,슈프리마에이치큐,0.311004704563814
883,115570,스타플렉스,-0.2597701924315483
884,025320,시노펙스,-0.3797027538779913
885,017000,신원종합개발,-0.9473485495274063
886,243840,신흥에스이씨,0.7026939219076392
887,264660,씨앤지하이테크,0.5908637744606726
888,060590,씨티씨바이오,0.06565644562513623
889,246720,아스타,-0.26565081348181474
890,154030,아시아종묘,-0.7190719072331402
891,227610,아우딘퓨쳐스,-0.7989229413577955
892,185490,아이진,0.9024006712189695
893,175250,아이큐어,-0.9586273586289312
894,052460,아이크래프트,-0.38840922491224833
895,065660,안트로젠,0.6749005619059456
896,217480,에스디생명공학,-0.6810004338920839
897,900080,에스앤씨엔진그룹,0.985269778633331
898,041910,에스텍파마,0.5765672609564727
899,054630,에이디칩스,-0.8795257506682244
900,195990,에이비프로바이오,-0.8113595015095126
901,088800,에이스테크,0.9269536767742966
902,176440,에이치엔티,0.5740573406801265
903,239610,에이치엘사이언스,-0.40159272842001537
904,089530,에이티세미콘,-0.8867254745472691
905,200470,에이팩트,-0.09111811494175129
906,038110,에코플라스틱,0.8526357226898443
907,054940,엑사이엔씨,0.6410405130676038
908,217820,엔에스,-0.2573005807157448
909,031860,엔에스엔,0.22992805151436002
910,208860,엔지스테크널러지,-0.973554732663487
911,290650,엘앤씨바이오,-0.289317508455158
912,259630,엠플러스,0.8753898896916327
913,053280,예스24,-0.6909023185484495
914,900300,오가닉티코스메틱,-0.8304009441976731
915,082210,옵트론텍,0.8826767403838511
916,153710,옵티팜,-0.7550404301327167
917,122990,와이솔,0.9920094347044409
918,232140,와이아이케이,0.36957462621078885
919,114630,우노앤컴퍼니,-0.319252914083142
920,072470,우리산업홀딩스,-0.07768481548076844
921,103840,우양,-0.8192195528942874
922,018620,우진비앤지,-0.28496416439740385
923,032940,원익,-0.9707178059864856
924,024800,유성티엔에스,0.24513075613875582
925,263770,유에스티,0.6916613302805686
926,065440,이루온,-0.8704740051263912
927,102710,이엔에프테크놀로지,0.05214244274400184
928,063760,이엘피,0.8469972782548361
929,035810,이지홀딩스,-0.9324385600009081
930,096040,이트론,-0.960987538294186
931,017250,인터엠,0.46300375541145106
932,035080,인터파크,0.34824209036045956
933,051370,인터플렉스,-0.8387152969631094
934,065530,전파기지국,-0.5231584802868596
935,217190,제너셈,0.12384095700931959
936,095700,제넥신,-0.11796334015813206
937,072520,제넨바이오,0.3744187659732069
938,122310,제노레이,-0.8139709720349493
939,159580,제로투세븐,-0.11960766490016103
940,033100,제룡전기,0.8305694496514388
941,033320,제이씨현시스템,0.10769176475389915
942,044060,조광ILI,-0.02718362861084106
943,094360,칩스앤미디어,-0.2783736294193371
944,307930,컴퍼니케이,0.9645323738390583
945,192250,케이사인,0.3419962831077242
946,115500,케이씨에스,0.3458805982257704
947,093320,케이아이엔엑스,-0.4675342348991701
948,217600,켐온,-0.07348582846541128
949,036690,코맥스,0.16099839512123357
950,089890,코세스,-0.29889907303991153
951,241710,코스메카코리아,-0.6448997130607271
952,029960,코엔텍,-0.8015333250050428
953,052330,코텍,0.8588330639293036
954,200130,콜마비앤에이치,-0.2315565916827162
955,016600,큐캐피탈,-0.9153241600067354
956,219130,타이거일렉,0.4461273893678467
957,023160,태광,0.4158054751439067
958,045340,토탈소프트,-0.5709977947409165
959,117730,티로보틱스,0.16390411479373548
960,214450,파마리서치프로덕트,0.746479193561921
961,049120,파인디앤씨,0.7785709135485795
962,131760,파인텍,-0.06552719039856789
963,087010,펩트론,-0.8834234265344304
964,056730,포스링크,
965,023900,풍국주정,0.8012225731413101
966,214270,퓨쳐스트림네트웍스,0.5283370622157395
967,220100,퓨쳐켐,-0.31304983597062175
968,051380,피씨디렉트,-0.6697601822986895
969,031980,피에스케이홀딩스,-0.7260327113582637
970,106080,하이소닉,
971,080720,한국유니온제약,-0.4105904759240492
972,054040,한국컴퓨터,-0.09275947967986055
973,053590,한국테크놀로지,0.016336320199205896
974,226440,한송네오텍,-0.27626641273749897
975,005860,한일사료,0.05825149444559615
976,900270,헝셩그룹,0.570097539109565
977,061250,화일약품,-0.6374104822503521
978,097870,효성오앤비,-0.9920870490084469
979,243070,휴온스,0.4660684771000949
980,145020,휴젤,0.5876172178506
981,095570,AJ네트웍스,-0.5322413648754022
982,006840,AK홀딩스,0.6488911153886644
983,001040,CJ,0.3453927097634062
984,011150,CJ씨푸드,-0.7230865459659619
985,016610,DB금융투자,-0.40474120586961543
986,139130,DGB금융지주,-0.8999756669343604
987,017940,E1,0.05408819541078387
988,007700,F&F,0.6062921105480097
989,001940,KISCO홀딩스,-0.8852344192222921
990,003550,LG,0.3441703277975768
991,034220,LG디스플레이,0.36559519525627626
992,229640,LS전선아시아,0.8188723626996953
993,003570,S&T중공업,0.8797058221533027
994,036530,S&T홀딩스,0.6268378655197556
995,010950,S-Oil,0.1266908898191167
996,001740,SK네트웍스,-0.9802403454033272
997,285130,SK케미칼,0.5389364768992458
998,012320,경동인베스트,0.513205898935961
999,013580,계룡건설산업,0.5770010822970392
1000,005320,국동,0.8599030082368244
1001,003920,남양유업,0.5614060491104574
1002,025860,남해화학,-0.6871585162615218
1003,090350,노루페인트,-0.7435025159589946
1004,001680,대상,0.24968154178993934
1005,016710,대성홀딩스,-0.953819471987869
1006,084010,대한제강,0.7412295299351654
1007,069460,대호에이엘,-0.9970049237665823
1008,145720,덴티움,-0.2014350984944216
1009,049770,동원F&B,-0.5413225346266627
1010,336260,두산퓨얼셀,0.19654704514768634
1011,001080,만호제강,-0.8147796854465559
1012,005360,모나미,0.17791719277457632
1013,008420,문배철강,0.6415224392297747
1014,085620,미래에셋생명,-0.8291911031706651
1015,003650,미창석유공업,-0.39994345424469413
1016,001340,백광산업,-0.6365647644760265
1017,007210,벽산,-0.23075109453735548
1018,026940,부국철강,0.2642448724676818
1019,015350,부산도시가스,-0.7223770898488654
1020,100220,비상교육,0.7982531623044516
1021,007160,사조산업,-0.9717547504367101
1022,001470,삼부토건,-0.44649896612648365
1023,006660,삼성공조,-0.8970078845129937
1024,032830,삼성생명,-0.9545854264536121
1025,009150,삼성전기,0.863811399508883
1026,145990,삼양사,0.4058958779616224
1027,272550,삼양패키징,0.9630270280974284
1028,004440,삼일씨엔에스,-0.927832651733634
1029,009470,삼화전기,0.8139743529729251
1030,007540,샘표,0.7256739020259155
1031,008490,서흥,0.6479762533956329
1032,001430,세아베스틸,-0.023312064575379318
1033,027970,세하,-0.6815130355928415
1034,017550,수산중공업,0.02964768829802623
1035,034300,신세계건설,0.2444654541717769
1036,001720,신영증권,-0.3337258667440762
1037,009270,신원,0.038128588650829
1038,002870,신풍제지,0.2345943412504025
1039,033660,아주캐피탈,0.5043993005467136
1040,005850,에스엘,0.175081979674812
1041,007460,에이프로젠 KIC,-0.6774983950507913
1042,900140,엘브이엠씨,0.13592294708751154
1043,010120,엘에스일렉트릭,-0.6639342080755344
1044,271560,오리온,0.3032448931457513
1045,316140,우리금융지주,-0.21499069042182134
1046,006980,우성사료,0.2995263919740698
1047,010600,웰바이오텍,0.15563847930327696
1048,000910,유니온,-0.2306882065614589
1049,003470,유안타증권,0.8516254988124539
1050,103590,일진전기,-0.37369073540427616
1051,004700,조광피혁,0.5456119765697093
1052,018470,조일알미늄,-0.6341048971133152
1053,002780,진흥기업,-0.11348363394873531
1054,035720,카카오,0.9967851620009632
1055,009070,케이씨티시,-0.93563518360817
1056,030200,케이티,-0.8853330292207896
1057,003690,코리안리,0.1422154574647334
1058,044820,코스맥스비티아이,0.43442541839722726
1059,144620,코오롱머티리얼,-0.4350468886699764
1060,264900,크라운제과,-0.9019144966232825
1061,005740,크라운해태홀딩스,-0.8361060657807249
1062,039490,키움증권,0.765284760342584
1063,011280,태림포장,-0.7705608778940689
1064,019180,티에이치엔,0.6306861879512862
1065,028670,팬오션,-0.2840148366194267
1066,090080,평화산업,0.30833341461540886
1067,039130,하나투어,0.7910685655923052
1068,172580,하이골드12호,0.8342054263304111
1069,000240,한국앤컴퍼니,0.6946329719514395
1070,010100,한국프랜지공업,-0.339735167467868
1071,002390,한독,0.933524382551468
1072,069640,한세엠케이,-0.9109120362650412
1073,213500,한솔제지,-0.281252104967043
1074,014680,한솔케미칼,0.7886677356511332
1075,004710,한솔테크닉스,0.15729144646292326
1076,002320,한진,0.9796274474694813
1077,195870,해성디에스,-0.36536268803965755
1078,079430,현대리바트,-0.3898059288753802
1079,069960,현대백화점,0.48021995030364334
1080,093240,형지엘리트,-0.8825809205321681
1081,003010,혜인,0.9623290235496238
1082,002460,화성산업,-0.8344844382518514
1083,079980,휴비스,0.24870103470726684
1084,023460,CNH,-0.9645183609261926
1085,068790,DMS,0.6087541916358096
1086,024840,KBI메탈,0.00011898948098493186
1087,052900,KMH하이텍,0.26353556059895955
1088,058400,KNN,-0.07531804662979956
1089,114450,KPX생명과학,-0.6760595078103403
1090,036030,KTH,-0.048958431838056954
1091,060370,KT서브마린,-0.4597791617363005
1092,046140,SBS콘텐츠허브,0.04988033645257798
1093,049470,SGA,-0.8296496312288199
1094,289080,SV인베스트먼트,0.38141362911598536
1095,246690,TS인베스트먼트,0.6824582353647329
1096,057030,YBM넷,0.541632671005832
1097,052220,iMBC,-0.8310013342228628
1098,078890,가온미디어,0.6913540271201818
1099,011040,경동제약,0.7803967004986394
1100,900280,골든센츄리,-0.4940241524638995
1101,090150,광진윈텍,0.15522641803154363
1102,066620,국보디자인,-0.7705313467692271
1103,032860,글로스퍼랩스,-0.9429355241476242
1104,089600,나스미디어,-0.6314621803787975
1105,036800,나이스정보통신,-0.6143347811012936
1106,111710,남화산업,-0.8503981249744827
1107,212560,네오오토,0.20243833979802087
1108,095660,네오위즈,0.40671413022547426
1109,311390,네오크레마,-0.4855405386898909
1110,225570,넷게임즈,0.7020630819865445
1111,104620,노랑풍선,-0.5350137647130645
1112,285490,노바텍,0.9231073546943599
1113,064260,다날,0.5859087384436454
1114,048910,대원미디어,-0.31501692129367453
1115,131220,대한과학,0.42242887161865506
1116,021040,대호피앤씨,0.5026283736841285
1117,067080,대화제약,0.1578256126889603
1118,041930,동아화성,0.5939003828420811
1119,228340,동양파일,0.19170974686971573
1120,263720,디앤씨미디어,0.9971354797398133
1121,196450,디오스텍,-0.5918044639989543
1122,079810,디이엔티,0.7469048561445062
1123,317120,라닉스,-0.6702282556258887
1124,300120,라온피플,-0.8683194463556345
1125,069540,라이트론,
1126,084650,랩지노믹스,0.4282926748201299
1127,900260,로스웰,0.1496194066765947
1128,016100,리더스코스메틱,-0.9522053739590872
1129,277070,린드먼아시아,-0.975580707300018
1130,195500,마니커에프앤지,0.9248863733167082
1131,133750,메가엠디,0.9877476617917638
1132,241770,메카로,-0.3136602540466706
1133,101330,모베이스,0.8914168501493122
1134,033200,모아텍,0.7702154477366843
1135,038460,바이오스마트,-0.4736253724829488
1136,225530,보광산업,-0.3032131528194645
1137,226340,본느,-0.9367763858177471
1138,288330,브릿지바이오,0.5117789952637373
1139,263920,블러썸엠앤씨,0.6914401349081721
1140,086670,비엠티,-0.32421118006998445
1141,082920,비츠로셀,-0.7440911074069251
1142,053700,삼보모터스,-0.008500902189997803
1143,054540,삼영엠텍,-0.9671707851361766
1144,263540,샘코,-0.9681666222847892
1145,063170,서울옥션,-0.836768945627898
1146,011370,서한,0.7642316150087074
1147,037350,성도이엔지,-0.35560330885763025
1148,081580,성우전자,-0.6053237020465653
1149,214310,세미콘라이트,-0.9003961539207631
1150,234100,세원,-0.12312480019872875
1151,024830,세원물산,
1152,051980,센트럴바이오,0.07959879544975747
1153,268600,셀리버리,-0.18879312064946116
1154,258790,소프트캠프,-0.17761985934101265
1155,033790,스카이문스테크놀로지,-0.7270558597277688
1156,048870,시너지이노베이션,0.7040271778424885
1157,065350,신성델타테크,0.5121291455758463
1158,056700,신화인터텍,-0.8001928236484959
1159,217330,싸이토젠,-0.4148386620569645
1160,059100,아이컴포넌트,-0.6818014220001305
1161,032080,아즈텍WB,0.3650582560382377
1162,053800,안랩,-0.6412666357579931
1163,131370,알서포트,0.22883729540300182
1164,041440,에버다임,-0.8268623849281809
1165,038680,에스넷,0.9423745146295904
1166,121890,에스디시스템,0.9273821325935512
1167,031330,에스에이엠티,0.5911305221684112
1168,052020,에스티큐브,0.7081654321438721
1169,058610,에스피지,-0.32399098825930067
1170,089970,에이피티씨,-0.30711851523656436
1171,230360,에코마케팅,0.3334172844109261
1172,038870,에코바이오,0.19306951008624235
1173,064850,에프앤가이드,0.6143532208201054
1174,064090,에프앤리퍼블릭,-0.6343141964802674
1175,317870,엔바이오니아,-0.3197970038652553
1176,138690,엘아이에스,-0.5063494269143871
1177,073110,엘엠에스,-0.9992317521305831
1178,179290,엠아이텍,-0.749632111797947
1179,123040,엠에스오토텍,0.9982202331621219
1180,033160,엠케이전자,0.056666648213484834
1181,138080,오이솔루션,-0.07471975036965099
1182,244460,올리패스,-0.3234287635827189
1183,155650,와이엠씨,0.9576186730534807
1184,251370,와이엠티,0.8137965452860951
1185,193250,와이제이엠게임즈,0.6871901700810572
1186,115440,우리넷,0.9307674636175007
1187,037400,우리조명,-0.04723270338661886
1188,240810,원익IPS,0.7602550870377246
1189,065370,위세아이텍,-0.48804881609108175
1190,018000,유니슨,-0.14629272621619804
1191,011320,유니크,0.3886212220987384
1192,069330,유아이디,-0.8250908670670414
1193,049520,유아이엘,0.33951731061319357
1194,080010,이상네트웍스,-0.6050316839018188
1195,095190,이엠코리아,-0.8178085160487869
1196,160600,이큐셀,-0.7126920084150851
1197,134060,이퓨쳐,0.142875621020631
1198,001840,이화공영,0.6593327933852371
1199,071200,인피니트헬스케어,0.3425905741327467
1200,950140,잉글우드랩,-0.08517242545828767
1201,045510,정원엔시스,-0.5812166041040243
1202,137950,제이씨케미칼,-0.8726857033556862
1203,058420,제이웨이,0.5105565634867469
1204,064800,젬백스링크,-0.18931726407761396
1205,033340,좋은사람들,-0.4226651486519934
1206,072020,중앙백신,-0.972060935453841
1207,115450,지트리비앤티,0.12755603820977487
1208,016920,카스,0.9669519654424743
1209,042000,카페24,0.4224662415603496
1210,073010,케이에스피,-0.5644776155768133
1211,115180,큐리언트,0.3966418628235311
1212,900250,크리스탈신소재,0.4752527870417298
1213,045520,크린앤사이언스,-0.014327541358438998
1214,214150,클래시스,-0.0060426729884420684
1215,044490,태웅,0.05745831346779571
1216,182690,테라셈,-0.8449026755118937
1217,215480,토박스코리아,-0.04344255116095109
1218,057680,티사이언티픽,0.6772896326205835
1219,064760,티씨케이,0.8991101000202169
1220,104480,티케이케미칼,-0.4135732807166728
1221,084730,팅크웨어,0.5521137296540215
1222,027710,팜스토리,-0.08726557631784757
1223,290720,푸드나무,0.8473967657154071
1224,053160,프리엠스,0.7214443729508276
1225,128660,피제이메탈,0.09142398317350761
1226,166090,하나머티리얼즈,0.16354494894418312
1227,025550,한국선재,-0.07150282306054578
1228,041460,한국전자인증,0.7610499771395715
1229,021650,한국큐빅,0.9387992391278265
1230,256150,한독크린텍,0.9758741530452549
1231,016790,현대사료,-0.8625983977410626
1232,092300,현우산업,-0.012014483442655094
1233,064240,홈캐스트,-0.8913086907720481
1234,200670,휴메딕스,0.3998840146916567
1235,084110,휴온스글로벌,0.9565905621264271
1236,027410,BGF,0.06328813809220371
1237,000590,CS홀딩스,-0.4855606046736953
1238,012030,DB,-0.44683541177566927
1239,000210,DL,0.6981718365833646
1240,007070,GS리테일,-0.7475225462331766
1241,012630,HDC,-0.2597745951111311
1242,234080,JW생명과학,-0.7213899779598982
1243,009440,KC그린홀딩스,0.8871219901183058
1244,000040,KR모터스,-0.9936483377442198
1245,032640,LG유플러스,-0.9437635030507879
1246,005610,SPC삼립,0.6878294378175733
1247,002100,경농,-0.8512358286914268
1248,267290,경동도시가스,0.40054151688342204
1249,000050,경방,-0.015531289249472589
1250,002240,고려제강,0.20663941659658375
1251,009290,광동제약,0.42757788042576256
1252,037710,광주신세계,0.6849683538527443
1253,007690,국도화학,-0.23254596718752532
1254,008870,금비,-0.3058288372378692
1255,073240,금호타이어,0.4877578043327299
1256,006570,대림통상,-0.018509271190032508
1257,003540,대신증권,-0.1300475154968378
1258,000430,대원강업,0.9018401117023546
1259,006340,대원전선,-0.7828787307098384
1260,024890,대원화성,-0.25358977288501555
1261,002880,대유에이텍,-0.10115844076725633
1262,192080,더블유게임즈,0.7523877538535563
1263,005960,동부건설,-0.7528987886207466
1264,002210,동성제약,-0.7817994623973072
1265,170900,동아에스티,0.04161403405956657
1266,084670,동양고속,0.776965042081359
1267,008970,동양철관,0.13653949210235178
1268,030720,동원수산,-0.0899675785387952
1269,023530,롯데쇼핑,-0.2721740401634258
1270,000060,메리츠화재,-0.9590064723163224
1271,268280,미원에스씨,0.4542175471263772
1272,003000,부광약품,-0.6418130003362192
1273,011390,부산산업,0.12561023114546088
1274,002450,삼익악기,0.6970324238369707
1275,004690,삼천리,0.11598047299519272
1276,004410,서울식품공업,-0.14745500594131503
1277,000180,성창기업지주,-0.2107455833499456
1278,033530,세종공업,-0.16403575467476864
1279,134790,시디즈,0.11962330090657959
1280,020560,아시아나항공,-0.766847756500145
1281,001780,알루코,0.8128514671623261
1282,025530,에스제이엠홀딩스,0.2833029514479916
1283,007310,오뚜기,-0.28940135622049595
1284,002920,유성기업,0.18073299296562198
1285,007660,이수페타시스,0.028659854613863917
1286,093230,이아이디,-0.14299994602013769
1287,014990,인디에프,0.9157480959833683
1288,000230,일동홀딩스,-0.9425124586484686
1289,015860,일진홀딩스,0.42041767589219625
1290,317400,자이에스앤디,-0.22460876988092263
1291,033240,자화전자,-0.3002198768113603
1292,000950,전방,-0.20895701098457367
1293,036420,제이콘텐트리,-0.3306962918606083
1294,030000,제일기획,-0.2849664925649619
1295,035000,지투알,0.86204349509936
1296,010640,진양폴리우레탄,-0.13677023529624946
1297,002380,케이씨씨,-0.21687977735161498
1298,192820,코스맥스,-0.05156341521980029
1299,014580,태경비케이,-0.9895765930134598
1300,091810,티웨이항공,0.6674258484700482
1301,010820,퍼스텍,0.47977845913479944
1302,047050,포스코인터내셔널,-0.6476683112460062
1303,153360,하이골드3호,-0.5329741683180128
1304,010040,한국내화,0.439929342686605
1305,000970,한국주철관공업,0.6966823759721936
1306,123690,한국화장품,0.5405515981075273
1307,014790,한라,0.8055996644928335
1308,042700,한미반도체,0.7037864895108851
1309,020000,한섬,-0.005727582170609298
1310,105630,한세실업,-0.21389997762574947
1311,025750,한솔홈데코,-0.9475520861395448
1312,009420,한올바이오파마,-0.1160345969999295
1313,130660,한전산업,-0.7557700840181268
1314,000370,한화손해보험,-0.7083717683752335
1315,143210,핸즈코퍼레이션,0.3965309360501706
1316,307950,현대오토에버,0.4515439428456956
1317,241590,화승엔터프라이즈,0.8872144791749792
1318,133820,화인베스틸,-0.9427163389694623
1319,010660,화천기계,-0.007870560042895968
1320,298050,효성첨단소재,0.4282803485710351
1321,093370,후성,0.30636514984011387
1322,081660,휠라홀딩스,-0.13601061776469903
1323,005010,휴스틸,-0.8966912322624588
1324,060310,3S,0.8998198372042728
