,회사코드,회사이름,corr
292,019490,하이트론씨스템즈,-0.9961804138540489
293,071050,한국금융지주,-0.46286224584789576
294,006200,한국전자홀딩스,-0.8221129635735545
295,161390,한국타이어앤테크놀로지,0.4497859793588975
296,034830,한국토지신탁,-0.10407311498014268
297,007280,한국특수형강,-0.7736089872982204
298,018880,한온시스템,0.9700369199622004
299,009830,한화솔루션,0.6419271114343243
300,101530,해태제과식품,0.24448773476889782
301,322000,현대에너지솔루션,-0.1216032467829964
302,011210,현대위아,0.3552538010750728
303,227840,현대코퍼레이션홀딩스,-0.8430103649779789
304,008770,호텔신라,-0.039724356675986956
305,006060,화승인더스트리,0.7908276540076307
306,000850,화천기공,-0.33580749552752254
307,016580,환인제약,-0.35940349335096866
308,004800,효성,0.9631025216776322
309,298000,효성화학,0.7025111817450388
310,003280,흥아해운,-0.25140284136921504
311,054620,APS홀딩스,0.7666754864700286
312,035760,CJ ENM,-0.7945421230249516
313,058820,CMG제약,-0.31130031963288446
314,083660,CSA 코스믹,-0.14006176910104293
315,037370,EG,0.4854657933649971
316,036640,HRS,0.48167343583738426
317,030190,NICE평가정보,0.6524146596660967
318,024940,PN풍년,0.4315131277715378
319,048550,SM C&C,0.2925350223616374
320,038340,UCI,-0.07099002246573184
321,192410,감마누,0.07515550154841154
322,217730,강스템바이오텍,-0.2038568301994408
323,063080,게임빌,-0.3537496256202392
324,044480,경남바이오파마,-0.5432869917337951
325,098460,고영,0.7873986665401076
326,014200,광림,-0.34144368287769844
327,006050,국영지앤엠,-0.6395070059719393
328,039860,나노엔텍,-0.7726883012958142
329,138610,나이벡,-0.5666106100171299
330,091590,남화토건,0.37097133692824724
331,092730,네오팜,0.6431016771323022
332,089140,넥스턴,-0.10133981333280553
333,217270,넵튠,-0.07383127625848072
334,065560,녹원씨엔아이,-0.11916166880789422
335,040160,누리텔레콤,0.11654685978372817
336,144960,뉴파워프라즈마,-0.9088782486874737
337,104040,대성파인텍,0.30140879812942095
338,045390,대아티아이,0.3160932323044522
339,078600,대주전자재료,0.6337400539557739
340,096350,대창솔루션,0.6776379320330855
341,213420,덕산네오룩스,-0.3511367533685793
342,100130,동국S&C,-0.8286590229773149
343,088130,동아엘텍,0.3649570989299191
344,214680,디알텍,0.3401081829050831
345,134580,디엠티,-0.9010084933198292
346,039840,디오,0.7639830354910456
347,038390,레드캡투어,0.9772471062937571
348,228850,레이언스,0.43327587122001654
349,215100,로보로보,0.3893422684821456
350,005990,매일홀딩스,0.0698181150740864
351,100590,머큐리,0.9838738649847203
352,014100,메디앙스,-0.8912860137333343
353,059210,메타바이오메드,0.026421370555721992
354,058110,멕아이씨에스,0.8091082311813783
355,257370,명성티엔에스,-0.22738965130505562
356,001810,무림SP,-0.19430653497173347
357,100790,미래에셋벤처투자,0.28626336641268435
358,008470,부스타,-0.44230644165011096
359,032850,비트컴퓨터,-0.991117063215737
360,143240,사람인에이치알,0.19684165445824126
361,014970,삼륭물산,-0.7271534506080999
362,002290,삼일기업공사,-0.20560686472381515
363,037460,삼지전자,0.008357218348047863
364,032750,삼진,-0.4959001044863244
365,046390,삼화네트웍스,0.4484462061117382
366,027580,상보,-0.19266744743469302
367,091580,상신이디피,0.7362865568880358
368,038070,서린바이오,0.6896921605212284
369,065710,서호전기,0.767411652396149
370,148150,세경하이테크,0.04756307351467685
371,017510,세명전기,-0.5726597570343085
372,108860,셀바스AI,-0.566845925019458
373,066910,손오공,0.9596561221122762
374,154040,솔루에타,0.5465027245236037
375,084180,수성,-0.8885236082483005
376,236200,슈프리마,-0.800829706665016
377,253450,스튜디오드래곤,0.7663813634261225
378,033170,시그네틱스,-0.6228474317868123
379,215600,신라젠,-0.8963490175083464
380,099320,쎄트렉아이,0.9469695674820381
381,013990,아가방컴퍼니,-0.6064763176111112
382,050320,아래스,
383,052710,아모텍,0.4235117848035229
384,092040,아미코젠,0.48406386612562335
385,038880,아이에이,0.6784258188275228
386,123010,아이에이네트웍스,0.7463715524630442
387,290740,액트로,0.641888686804517
388,275630,에스에스알,0.800267485080384
389,306040,에스제이그룹,-0.9054206789935514
390,237690,에스티팜,0.44785237494210123
391,138360,에이씨티,
392,073540,에프알텍,0.3795797050551062
393,036810,에프에스티,-0.3243363783855372
394,007530,영신금속,0.6993472508808662
395,036000,예림당,0.7451650895484307
396,046120,오르비텍,0.9622397409466281
397,052420,오성첨단소재,-0.5627704187287431
398,073560,우리손에프앤지,-0.23165614119171882
399,101170,우림기계,0.5453625694307799
400,066590,우수AMS,-0.5818327539553632
401,012620,원일특강,0.10211855870745652
402,192390,윈하이텍,-0.7314647286521267
403,086390,유니테스트,-0.2910228414207931
404,206650,유바이오로직스,-0.6270611956066787
405,191410,육일씨엔에쓰,0.9087631813728512
406,067920,이글루시큐리티,-0.7490809036208715
407,044960,이글벳,0.8481990796358274
408,088390,이녹스,0.4516392561428049
409,264850,이랜시스,-0.43174678886235074
410,052190,이에스에이,-0.9946796549471306
411,083470,이엠앤아이,
412,091120,이엠텍,0.9503016756879948
413,181340,이즈미디어,-0.045806981424856535
414,041830,인바디,0.05132399767293216
415,060150,인선이엔티,-0.7295128275262546
416,175140,인포마크,-0.3603499300055216
417,115310,인포바인,-0.794382934852379
418,049550,잉크테크,-0.9632703453173765
419,110020,전진바이오팜,-0.24864806668287132
420,208140,정다운,0.8330446815666873
421,090470,제이스텍,0.7939222404845662
422,322510,제이엘케이,0.02297695815099607
423,041590,젬백스지오,-0.6594174594684171
424,101730,조이맥스,-0.675412668073276
425,067000,조이시티,-0.45433791099250964
426,043610,지니뮤직,0.31370602715957036
427,263860,지니언스,0.3480314192220975
428,208350,지란지교시큐리티,0.8560197142391164
429,114570,지스마트글로벌,-0.9491437135909144
430,094850,참좋은여행,0.7707288250598947
431,278280,천보,-0.6808661621956213
432,047820,초록뱀,0.38727368152868163
433,078340,컴투스,-0.5533810416045303
434,025880,케이씨피드,-0.8406112549238449
435,105330,케이엔더블유,-0.9777716628732115
436,047770,코데즈컴바인,-0.14561896548727027
437,290510,코리아센터,0.20220312167379817
438,049430,코메론,0.606328266459421
439,041960,코미팜,0.6401231279813836
440,045970,코아시아,-0.3445268893873247
441,102940,코오롱생명과학,0.5810721394515808
442,033290,코웰패션,-0.2522552888245263
443,056360,코위버,-0.33189891546410577
444,182360,큐브엔터,0.22782364214747391
445,083790,크리스탈지노믹스,-0.360135541914606
446,237880,클리오,0.5553678665490255
447,191420,테고사이언스,0.6826585666951644
448,073640,테라사이언스,0.21115439353797918
449,066700,테라젠이텍스,-0.8709001710520203
450,131970,테스나,-0.8804207625150567
451,043200,파루,-0.32978025860024535
452,208340,파멥신,0.6989951123389125
453,150900,파수,-0.28960263417138044
454,038950,파인디지털,0.8675686783546495
455,068050,팬엔터테인먼트,0.8610356829333056
456,263750,펄어비스,0.0065841851554365016
457,251970,펌텍코리아,-0.004858126932948935
458,093380,풍강,-0.25627475845188274
459,131390,피앤이솔루션,-0.3580068134992919
460,002230,피에스텍,-0.3966189421853843
461,137400,피엔티,0.5544126371482717
462,067310,하나마이크론,-0.037129585609606504
463,039340,한국경제TV,0.9497754752103169
464,034950,한국기업평가,0.10835473055188513
465,318000,한국바이오젠,0.8874880307218986
466,256840,한국비엔씨,-0.2746487042351444
467,023890,한국아트라스비엑스,-0.794376989716498
468,017890,한국알콜,0.5685627588989152
469,063570,한국전자금융,-0.8899256996535132
470,053300,한국정보인증,-0.2524153269889752
471,025770,한국정보통신,0.5677980950441979
472,037230,한국팩키지,-0.8737234107035805
473,030520,한글과컴퓨터,-0.026833612757846848
474,024740,한일단조,0.09903043280851087
475,054920,한컴위드,0.21318279936726894
476,002680,한탑,-0.8741794191778799
477,053660,현진소재,-0.9932727553082352
478,011080,형지I&C,-0.2621854051858388
479,290270,휴네시온,0.7428405810116798
480,028080,휴맥스홀딩스,0.8021230317271364
481,282330,BGF리테일,-0.407510795825287
482,138930,BNK금융지주,-0.8386789131702378
483,004840,DRB동일,-0.6503562596111899
484,006360,GS건설,0.11310807439375782
485,039570,HDC아이콘트롤스,0.7731584118965881
486,025000,KPX케미칼,0.11810699430295765
487,058860,KTis,-0.674463071530796
488,001120,LG상사,-0.772720250818482
489,023150,MH에탄올,0.22018610987702858
490,034120,SBS,-0.7843578540054599
491,101060,SBS미디어홀딩스,0.6822236115717917
492,017670,SK텔레콤,-0.6819132755810627
493,035250,강원랜드,0.6558413247963407
494,030610,교보증권,-0.6474165357351848
495,002720,국제약품,-0.2727558920652173
496,001570,금양,-0.5827001298964027
497,002350,넥센타이어,0.8252957010221186
498,005250,녹십자홀딩스,0.7583763710398495
499,072710,농심홀딩스,-0.9049052363764127
500,058730,다스코,-0.35221775499424485
501,019680,대교,0.8902817728325492
502,001880,대림건설,-0.7497985888295396
503,069620,대웅제약,0.014714677910998569
504,012510,더존비즈온,-0.853068163056662
505,004830,덕성,0.6880377074512394
506,007590,동방아그로,-0.696055617446108
507,026960,동서,-0.47364229976761707
508,102260,동성코퍼레이션,-0.9537908673522807
509,000640,동아쏘시오홀딩스,0.858686745234169
510,001520,동양,0.16997913312284127
511,082640,동양생명,-0.6078451321573378
512,006040,동원산업,-0.1065694030435037
513,003160,디아이,0.8019811002301963
514,013570,디와이,-0.7400075737968764
515,026890,디피씨,0.6707501159228523
516,004000,롯데정밀화학,-0.28251679258250906
517,002270,롯데푸드,-0.8747698253072888
518,017180,명문제약,-0.30846750764975484
519,009680,모토닉,0.6974524233227444
520,134380,미원화학,0.47418140548012494
521,002410,범양건영,0.9479721733779063
522,005180,빙그레,0.8044555668226449
523,207940,삼성바이오로직스,-0.6994317645499937
524,018260,삼성에스디에스,0.7649795137893703
525,016360,삼성증권,-0.566834348285426
526,029780,삼성카드,-0.6987175421425896
527,002170,삼양통상,0.29188994228234
528,002810,삼영무역,-0.9020069733579172
529,009770,삼정펄프,-0.12138235739802557
530,248170,샘표식품,0.6527538254695924
531,200880,서연이화,0.37384668377330144
532,306200,세아제강,-0.10112731871406606
533,308170,센트랄모텍,-0.027633014695217464
534,336370,솔루스첨단소재,-0.7370780900714776
535,004430,송원산업,-0.9944044271021375
536,011930,신성이엔지,-0.20181953400884206
537,031430,신세계인터내셔날,0.354385403328389
538,031440,신세계푸드,0.24020605415259094
539,183190,아세아시멘트,0.24292849823630677
540,018250,애경산업,0.5330759552497782
541,181710,엔에이치엔,0.7522993228503592
542,011330,유니켐,0.9822166732084149
543,011690,유양디앤유,-0.305436203958242
544,003460,유화증권,-0.32567479054496795
545,025820,이구산업,0.0014429027568229288
546,084680,이월드,0.5340636242246336
547,003120,일성신약,-0.5091345596967319
548,194370,제이에스코퍼레이션,0.8791555402986753
549,025620,제이준코스메틱,-0.8141487737476608
550,001550,조비,-0.639775204079979
551,120030,조선선재,-0.8658691462690004
552,063160,종근당바이오,-0.9419867368015248
553,013890,지누스,-0.262724688709114
554,051630,진양화학,-0.8697156557717074
555,005070,코스모신소재,0.8428782131310911
556,021240,코웨이,-0.8561254237964571
557,284740,쿠쿠홈시스,-0.6536408987796645
558,012170,키위미디어그룹,
559,007980,태평양물산,-0.3708798473700708
560,055490,테이팩스,0.7080942908415667
561,078000,텔코웨어,0.6658623613782294
562,036580,팜스코,-0.05873078649916349
563,016800,퍼시스,0.9391544438487277
564,005810,풍산홀딩스,-0.450551825625504
565,071090,하이스틸,-0.43775622707735057
566,000080,하이트진로,0.7027428860971604
567,004090,한국석유공업,-0.9501407238848394
568,002200,한국수출포장공업,0.9927949575759956
569,123890,한국자산신탁,-0.03445306082618115
570,025890,한국주강,-0.9905694492178692
571,024720,한국콜마홀딩스,-0.91431398744943
572,047810,한국항공우주,0.7383890004595811
573,060980,한라홀딩스,0.015981506469777536
574,008930,한미사이언스,0.5250916814658317
575,009240,한샘,0.6203040319200782
576,004150,한솔홀딩스,-0.9068890384722795
577,011700,한신기계공업,0.1296459541968186
578,000880,한화,0.03673084482084839
579,012450,한화에어로스페이스,-0.5069833939529709
580,005380,현대자동차,-0.6221575164359677
581,126560,현대퓨처넷,0.31554594433845423
582,094280,효성 ITX,0.9004677692181919
583,005870,휴니드테크놀러지스,0.17532797206068435
584,079190,EMW,
585,950170,JTC,0.9353297102020748
586,021320,KCC건설,-0.9613790645039708
587,036670,KCI,-0.8952999380408482
588,044180,KD,
589,151860,KG ETS,-0.11420958088695873
590,046440,KG모빌리언스,0.6236734553251699
591,160550,NEW,0.9141036355106462
592,950110,SBI핀테크솔루션즈,-0.8899207134158548
593,184230,SGA솔루션즈,-0.9474124738663505
594,063440,SM Life Design,0.4213714947257011
595,121600,나노신소재,-0.5529314416143246
596,267320,나인테크,0.17090670188808627
597,137940,넥스트아이,-0.3227588355988147
598,278650,노터스,-0.2887830537402961
599,069140,누리플랜,-0.9299408674383984
600,900100,뉴프라이드,0.6715663701628507
601,039560,다산네트웍스,0.5666662964067039
602,068240,다원시스,-0.43324169044696254
603,007720,대명소노시즌,-0.6582907268001348
604,036480,대성미생물,-0.8848774430683385
605,005710,대원산업,0.7990848122918184
606,090410,덕신하우징,0.45686839332849477
607,139050,데일리블록체인,-0.9301991974682228
608,261200,덴티스,0.1179351368751844
609,073190,듀오백,-0.43790050127415336
610,060570,드림어스컴퍼니,0.7581824871010936
611,043360,디지아이,-0.7520255243091546
612,068930,디지털대성,-0.8827300743286628
613,187220,디티앤씨,-0.1624232716271777
614,050120,라이브플렉스,-0.6914775868872226
615,171010,램테크놀러지,-0.07840047645565454
616,217500,러셀,0.7134865118368486
617,141080,레고켐바이오,-0.1812793886822155
618,090360,로보스타,0.3075796793471337
619,012700,리드코프,-0.2670860051067372
620,054180,메디콕스,0.3777135791569062
621,078160,메디포스트,-0.5623963645964253
622,049950,미래컴퍼니,0.23471305390515954
623,064550,바이오니아,0.8799099516717797
624,019010,베뉴지,0.2673857897913015
625,177350,베셀,0.0883763968306002
626,250000,보라티알,-0.627288338496813
627,014470,부방,-0.7412415230149361
628,054090,삼진엘앤디,0.9086992837254881
629,024950,삼천리자전거,0.5562612824008193
630,017480,삼현철강,0.9275305163373637
631,079650,서산,0.96386036008496
632,122690,서진오토모티브,0.6518364527841694
633,045300,성우테크론,-0.9260503193962408
634,015750,성우하이텍,0.5356378880633071
635,100700,세운메디칼,0.15198316833309056
636,043100,솔고바이오,-0.9196075407891782
637,035610,솔본,-0.5559181659888658
638,058530,슈펙스비앤피,0.3944607260933884
639,192440,슈피겐코리아,0.8930955934404546
640,131100,스카이이앤엠,-0.28972339707315486
641,159910,스킨앤스킨,-0.29291967017267545
642,020710,시공테크,-0.38864430090739804
643,131090,시큐브,-0.3042165029858904
644,226330,신테카바이오,0.22623235655931026
645,108320,실리콘웍스,0.8642680761837389
646,222420,쎄노텍,-0.742993003957518
647,136510,쎄미시스코,-0.08594890586177002
648,115530,씨엔플러스,
649,225330,씨엠에스에듀,-0.9354067444741244
650,101240,씨큐브,0.7685299358279605
651,036010,아비코전자,-0.03906938850778123
652,013310,아진산업,0.7516446554053268
653,067160,아프리카TV,-0.2580152744951574
654,085810,알티캐스트,-0.5556721846471009
655,196300,애니젠,0.3302285079782652
656,205500,액션스퀘어,-0.4030376407892062
657,238090,앤디포스,0.5917678784545911
658,174900,앱클론,0.4197127785780076
659,109610,에스와이,-0.7133766809155271
660,234300,에스트래픽,0.9650622371988795
661,288620,에스퓨얼셀,-0.5864900314951205
662,298380,에이비엘바이오,0.5447340270637044
663,003800,에이스침대,0.012612295861672921
664,039230,에이아이비트,0.855087439987906
665,072990,에이치시티,0.8343112027838965
666,224110,에이텍티앤,-0.9125442347715993
667,073070,에이팸,0.5574714020962234
