,회사코드,상승율
0,155660,-0.3914917304129826
1,001250,0.6831745990988628
2,294870,4.055595841274454
3,001390,-0.10508285381834252
4,011070,0.5772768764934744
5,066570,0.2370746887739701
6,037560,-0.8096842754089594
7,010060,-3.8396125789871527
8,100840,0.9623617296561964
9,064960,0.7639224416368867
10,096770,-6.935491348979694
11,011810,-1.766728461675021
12,037270,3.5526307554620944
13,011420,12.929212917176674
14,010130,-1.5846425945911042
15,014530,-0.29982316350214444
16,013700,-0.015562052748318332
17,008350,-3.1381130121000793
18,014160,1.259535359164825
19,003090,0.2749439605552164
20,006650,-3.7701681570562857
21,000150,-0.9249816224698604
22,241560,-0.49440455853835574
23,115390,-2.2052938530061246
24,286940,2.2949210269391442
25,027740,-10.306295048617443
26,204320,-0.4712038643771746
27,008560,-0.0022577519148499793
28,001270,-0.5454844463937002
29,006400,0.6653993042418984
30,028050,3.1327838801906456
31,010140,-1.5232636916867228
32,068290,-2.753099509624202
33,000810,-0.1707872928340012
34,000070,0.4723155745076372
35,005680,-0.0960993625989733
36,003720,5.261903450375197
37,001290,0.8153545502309238
38,007610,0.2592321144929329
39,004490,0.026282131264722668
40,091090,0.04486686165949593
41,055550,-0.007806793123750424
42,003620,-7.880853933252286
43,011090,-2.635839734284495
44,012280,-2.1227578473070112
45,008600,-1.5614776205812104
46,033270,-0.025830539903747524
47,023800,-0.604818475952357
48,129260,-0.6320453129216079
49,013360,-1.4332290071869276
50,081000,-1.1429692655167702
51,271980,0.5055385755145546
52,001560,-1.0926272795434906
53,002620,-3.190669779016887
54,002600,-1.8382737960265119
55,071320,-0.11626475375590833
56,088790,-4.258502787968845
57,120110,-0.43746669268555066
58,020120,7.067976560210363
59,015890,-0.7422057761954713
60,004100,-1.4387096649591768
61,058430,-0.8975462107604782
62,005430,-9.432862642061124
63,023350,2.278436552899646
64,009180,2.340136724512116
65,002220,-2.197258243079077
66,006390,2.179764867665344
67,009460,-0.6919988995629256
68,088350,-0.1600349692776815
69,267270,-0.3485833269495045
70,012330,-1.1790982784613682
71,004560,-0.06842713965343386
72,017800,0.5458708842020894
73,001500,0.2861580731798536
74,057050,-11.733252603485766
75,111110,-1.0806103900422235
76,245620,29.825269261495205
77,083450,-1.0241922506819645
