,업종,옥수치17/12,옥수치18/12,옥수치19/12,옥수치20/09,회사이름,회사코드
0,무점포 소매업,74.13793103448276,61.32075471698114,33.95061728395062,25.431034482758626,푸드나무,290720.0
0,항공 여객 운송업,4.173865155465152,2.8759469372364856,1.0483161803022407,-0.04998675564593997,대한항공,3490.0
0,기타 운송관련 서비스업,13.709677419354836,21.951219512195124,23.77179080824089,14.121699196326064,태웅로직스,124560.0
0,절연선 및 케이블 제조업,4.424620874219447,4.890821065112144,3.3839567832025286,3.7718584790565273,대한전선,1440.0
0,"내화, 비내화 요업제품 제조업",17.087041230056347,22.776013898041096,2.9594528141624568,6.542571234735414,아이에스동서,10780.0
0,기타 사업지원 서비스업,109.09090909090908,109.95670995670996,120.15209125475286,101.03092783505156,한국기업평가,34950.0
0,석유 정제품 제조업,38.16793893129771,37.57575757575757,30.88942307692308,32.674571805006586,한국쉘석유,2960.0
0,직물직조 및 직물제품 제조업,8.818342151675484,2.915451895043732,6.104651162790698,6.174957118353344,원림,5820.0
0,전기 및 통신 공사업,47.3463687150838,58.97435897435898,46.66666666666666,37.951807228915655,금화피에스시,36190.0
0,기타 과학기술 서비스업,0.7858546168958742,7.413793103448278,11.803278688524587,11.946902654867255,에이치시티,72990.0
0,자동차용 엔진 및 자동차 제조업,-11.211573236889693,-0.7886435331230284,-8.668242710795901,2.8915662650602414,광림,14200.0
0,해상 운송업,-15.308772061867307,-19.656616120747284,-4.958472585288376,5.210471309669215,HMM,11200.0
0,오디오물 출판 및 원판 녹음업,23.809523809523807,32.725199543899656,49.94259471871413,33.63363363363364,JYP Ent.,35900.0
0,유리 및 유리제품 제조업,17.411764705882348,14.589235127478752,8.787684413085312,5.281591482207902,원익QnC,74600.0
0,폐기물 처리업,17.72020725388601,28.810226155358897,32.05417607223477,24.30769230769231,코엔텍,29960.0
0,"가죽, 가방 및 유사제품 제조업",40.94488188976378,32.91139240506329,46.723646723646716,27.23492723492724,에스제이그룹,306040.0
0,낙농제품 및 식용빙과류 제조업,9.034105701640199,10.83838940981798,12.331717824448035,11.855104281009881,빙그레,5180.0
0,수산물 가공 및 저장 처리업,11.152073732718891,5.6484410302756425,10.226244343891402,10.105448154657294,사조오양,6090.0
0,운송장비 임대업,3800.0,1200.0,1900.0,1800.0,하이골드3호,153360.0
0,창작 및 예술관련 서비스업,-4.6082949308755765,-3.886925795053004,-21.446384039900245,-5.371900826446281,스튜디오산타클로스,204630.0
0,유원지 및 기타 오락관련 서비스업,2.8979238754325265,1.997394702561876,3.8024475524475534,-2.4001794526693585,이월드,84680.0
0,실내건축 및 건축마무리 공사업,48.63731656184486,27.731092436974787,11.921891058581705,26.52027027027027,국보디자인,66620.0
0,어로 어업,12.32508368545245,9.225417921295817,8.46968238691049,11.149430503244544,동원산업,6040.0
0,기타 섬유제품 제조업,6.7861715749039675,5.882352941176469,7.236180904522612,33.02828618968386,케이엠,83550.0
0,기반조성 및 시설물 축조관련 전문공사업,4.914196567862716,1.174496644295302,16.46030589949017,25.78055307760928,우원개발,46940.0
0,기타 종이 및 판지 제품 제조업,8.305647840531561,-4.230118443316413,5.045045045045045,12.67387944358578,모나리자,12690.0
0,일반 및 생활 숙박시설 운영업,4.013898873711958,3.2778147901399066,-0.5199086989601827,-0.43478260869565216,용평리조트,70960.0
0,육상 여객 운송업,8.14676616915423,3.966005665722379,5.5059523809523805,2.34375,유성티엔에스,24800.0
0,은행 및 저축기관,0.7450301935028871,0.8335527594999935,0.7074272719103522,0.4499179404850311,기업은행,24110.0
0,자동차 부품 및 내장품 판매업,11.699779249448126,7.984790874524715,11.564625850340136,4.357625845229151,유니트론텍,142210.0
0,그외 기타 운송장비 제조업,-22.680412371134015,6.097560975609754,-14.127423822714682,29.90936555891239,이녹스,88390.0
0,나무제품 제조업,8.759832961056619,8.592153657539845,4.945054945054945,3.7773840206185563,동화기업,25900.0
0,금속 주조업,5.283018867924528,17.636363636363637,23.07692307692308,7.851239669421487,동일금속,109860.0
0,전기업,-3.7602300376023,-6.3008130081300795,0.3329297820823245,1.8156903048989383,SGC에너지,5090.0
0,비알코올음료 및 얼음 제조업,5.321100917431194,7.095709570957093,8.882082695252679,4.087591240875913,흥국에프엔비,189980.0
0,가전제품 및 정보통신장비 소매업,3.6496350364963503,13.559322033898303,11.475409836065571,7.2727272727272725,신라섬유,1000.0
0,무기 및 총포탄 제조업,0.228480340063762,1.0837305513085709,0.8378465953802712,1.6837798497187144,LIG넥스원,79550.0
0,전문디자인업,38.20512820512821,-10.981308411214952,14.388489208633091,5.164319248826291,시공테크,20710.0
0,음식점업,5.892821831125173,4.664623765747361,3.300624442462088,0.34391837670526193,신세계푸드,31440.0
0,초등 교육기관,7.975746268656716,6.9543874002863575,0.9594552770040236,2.390831851412764,웅진씽크빅,95720.0
0,제재 및 목재 가공업,3.454133635334088,2.1855188521855187,2.746525479814692,1.8508725542041249,이건홀딩스,39020.0
0,보험 및 연금관련 서비스업,53.74592833876222,57.43440233236153,16.126543209876544,14.141414141414142,에이플러스에셋,244920.0
0,산업용 농·축산물 및 동·식물 도매업,2.863602110022608,-3.56718192627824,-0.3731343283582089,9.352517985611511,신송홀딩스,6880.0
0,인쇄 및 인쇄관련 산업,5.087440381558029,3.571428571428571,2.380952380952381,0.9333333333333336,양지사,30960.0
0,스포츠 서비스업,9.713024282560708,8.747044917257684,12.731481481481485,10.161662817551964,남화산업,111710.0
0,교육지원 서비스업,1.9097222222222223,2.0325203252032518,5.416666666666668,-2.1321961620469083,YBM넷,57030.0
0,연료 소매업,3.0716723549488054,2.684563758389262,3.891050583657588,1.8181818181818181,위즈코프,38620.0
0,기타 상품 전문 소매업,1.8633540372670807,-9.35960591133005,-11.197916666666668,-1.6706443914081146,큐렉소,60280.0
0,"과실, 채소 가공 및 저장 처리업",3.481392557022809,7.3144104803493475,5.928853754940711,4.729729729729732,우양,103840.0
0,자동차 판매업,2.93896006028636,12.178098676293626,13.907062573393723,6.394395588016097,도이치모터스,67990.0
0,작물 재배업,5.157297576070139,2.515723270440252,1.6546457361052185,3.6109971276159216,농우바이오,54050.0
0,방적 및 가공사 제조업,3.6699569729182486,6.897347174163783,3.087400681044268,0.8732646663681146,일신방직,3200.0
0,산업용 기계 및 장비 임대업,3.20962888665998,-1.1866778617408342,2.324063193628411,2.4951296268544882,AJ네트웍스,95570.0
0,기록매체 복제업,0.3726708074534161,-9.10209102091021,-7.802547770700637,-1.4727540500736376,제이엠아이,33050.0
0,건물설비 설치 공사업,12.927587738782766,12.980992118683355,-3.3147113594040967,2.5155065472088216,세보엠이씨,11560.0
0,컴퓨터 및 통신장비 수리업,9.090909090909092,20.3125,-2.9411764705882346,,앙츠,267810.0
0,석탄 광업,-91.66666666666666,-7.936507936507938,29.411764705882355,1.1764705882352942,에스아이리소스,65420.0
0,담배 제조업,24.7042112009978,21.68789203573465,23.300119703943487,17.736585970676668,케이티앤지,33780.0
0,신발 및 신발 부분품 제조업,10.769513991163475,6.044697765111746,9.624704158683649,4.57223662502946,화승엔터프라이즈,241590.0
0,기타 전문 서비스업,7.581822462914999,11.843527123406096,11.066350710900474,5.19326535451743,아이디스홀딩스,54800.0
0,환경 정화 및 복원업,-13.580246913580249,1.574803149606299,1.5841584158415842,-4.7713717693836974,자연과환경,43910.0
0,사업시설 유지·관리 서비스업,-8.259911894273129,1.984126984126984,4.366812227074235,6.161137440758294,에코바이오,38870.0
0,시장조사 및 여론조사업,37.25490196078432,22.807017543859647,25.274725274725274,2.604166666666667,엠브레인,169330.0
0,"섬유제품 염색, 정리 및 마무리 가공업",-5.243445692883896,3.766478342749529,5.034722222222221,-2.800658978583196,아즈텍WB,32080.0
0,재 보험업,1.7639022822243653,1.3495352749349199,2.146914991448437,1.3549192898135998,코리안리,3690.0
0,"경비, 경호 및 탐정업",16.944049510746847,15.688283035221813,14.55406005028842,11.374407582938387,에스원,12750.0
0,"건축자재, 철물 및 난방장치 도매업",1.6778523489932886,2.3178807947019866,2.7820710973724885,2.090032154340836,일신석재,7110.0
0,"해체, 선별 및 원료 재생업",1.706484641638225,-19.767441860465127,-4.651162790697675,-4.103671706263499,글로스퍼랩스,32860.0
0,귀금속 및 장신용품 제조업,0.0,-0.9890109890109888,-46.34146341463415,-18.007662835249047,제이에스티나,26040.0
0,기타 비금속광물 광업,-3.3112582781456954,-11.764705882352938,-13.293051359516618,-9.113300492610838,넥스트사이언스,3580.0
0,기타 생활용품 소매업,,26.08695652173913,23.655913978494624,,오하임아이엔티,309930.0
0,자동차 차체 및 트레일러 제조업,,4.545454545454546,-5.263157894736842,,에이스캠퍼,322190.0
0,악기 제조업,5.090655509065551,5.372931308093404,5.981429496868928,3.2235939643347047,삼익악기,2450.0
0,운동 및 경기용구 제조업,1.9157088122605364,2.5167785234899327,-6.7175572519083975,,볼빅,206950.0
0,개인 및 가정용품 임대업,1.2929919834497028,13.998340937370383,21.83200579290369,19.64935494541846,쿠쿠홈시스,284740.0
0,철도장비 제조업,1.2764641381055473,-5.529408449116478,-7.751315425090003,1.9192457700833359,현대로템,64350.0
0,"증기, 냉·온수 및 공기조절 공급업",2.1312933641700766,0.2617234034872387,0.726609043011123,1.1915867288568158,지역난방공사,71320.0
0,편조의복 제조업,4.280821917808218,3.547066848567531,6.442953020134229,,엠에프엠코리아,323230.0
0,기타 교육기관,21.41843971631205,21.8436873747495,13.908045977011492,4.10612760581175,멀티캠퍼스,67280.0
0,편조원단 제조업,-11.387900355871885,-14.659685863874344,-31.04761904761905,-10.367170626349893,일정실업,8500.0
0,자동차 재제조 부품 제조업,10.878661087866108,8.477951635846374,6.771758436944937,1.996007984031936,오텍,67170.0
0,그외 기타 개인 서비스업,24.889427127211466,24.463478915662645,18.061083743842367,18.381672323356987,코웨이,21240.0
