,회사이름,회사코드,옥수치19/12,옥수치20/03,옥수치20/06,옥수치20/09
131,삼보판지,023600,2.2180762852404645,2.4754500818330607,1.8665043619395416,1.7881705639614855
132,삼본전자,111870,-4.332129963898916,-8.16326530612245,-7.943925233644859,-9.72972972972973
133,삼아제약,009300,3.6995515695067267,2.336448598130841,0.9696969696969697,0.0
134,상지카일룸,042940,69.01408450704226,-1.4285714285714286,-2.2222222222222223,-3.723404255319149
135,서암기계공업,100660,-2.5936599423631126,0.872093023255814,1.4749262536873156,-1.8633540372670807
136,성창오토텍,080470,-0.6006006006006006,-0.19305019305019305,-1.6236867239732569,0.9657594381035997
137,세보엠이씨,011560,-7.411545623836127,0.6835544833132288,1.0265486725663717,0.9303928325292902
138,세종메디칼,258830,6.0728744939271255,2.0080321285140563,-0.4098360655737705,-1.1428571428571428
139,세종텔레콤,036630,-0.8455034588777863,-0.037921880925293895,0.08100445524503848,0.5284552845528455
140,세코닉스,053450,-4.060765410458662,-2.4293785310734464,-2.699495698605755,0.7919169852539596
141,셀루메드,049180,-12.244897959183673,-2.73972602739726,2.0348837209302326,3.3333333333333335
142,셀바스헬스케어,208370,2.6706231454005933,-1.2903225806451613,0.9615384615384616,2.7027027027027026
143,셀트리온제약,068760,1.1638120333772508,0.9484802759215347,1.1771995043370507,1.155148376817367
144,소리바다,053110,-7.931034482758621,-10.830324909747292,-6.315789473684211,-7.094594594594595
145,스튜디오산타클로스,204630,-9.226932668329177,-2.506265664160401,-6.150341685649203,-0.8264462809917356
146,스페코,013810,2.0746887966804977,1.9723865877712032,12.95238095238095,5.990016638935108
147,승일,049830,-0.9742519137091163,0.19815059445178335,0.5754475703324808,0.0
148,시스웍,269620,2.027027027027027,0.0,1.1976047904191618,4.848484848484849
149,심텍,222800,1.1984021304926764,1.618620037807183,3.7131107885824868,3.803270564915758
150,쌍용정보통신,010280,8.571428571428571,-6.111111111111111,-3.7914691943127963,8.148148148148149
151,씨유메디칼,115480,-0.19685039370078738,-0.333889816360601,0.7943512797881729,-1.5232974910394266
152,씨케이에이치,900120,-11.87355435620663,-12.311358220810167,-11.627906976744185,0.36855036855036855
153,아나패스,123860,-19.960861056751465,-29.061784897025174,-3.3333333333333335,2.736318407960199
154,아바텍,149950,0.0,,2.952503209242619,2.41423125794155
155,아이센스,099190,3.1761308950914344,3.564727954971857,3.9566650965614696,4.112149532710281
156,아이씨디,040910,5.156335710367526,3.748326639892905,6.612971598134802,12.53507951356408
157,아이씨케이,068940,-1.5873015873015872,-2.5380710659898478,-6.832298136645963,-7.6923076923076925
158,아이오케이,078860,0.8113590263691683,0.43478260869565216,-0.7366482504604052,-2.4875621890547266
159,아이원스,114810,0.49504950495049505,0.5946935041171089,1.5656565656565657,2.287581699346405
160,아이즈비전,031310,0.8951406649616368,-1.639344262295082,1.8092105263157896,3.0837004405286343
161,아이티센,124500,2.0191285866099893,0.6890960680989056,2.064602064602065,4.081632653061225
162,알리코제약,260660,5.059021922428331,5.929487179487179,5.6316590563165905,4.323570432357044
163,알에프세미,096610,-1.6666666666666667,-1.8537590113285274,-3.091684434968017,-3.3953997809419496
164,알에프텍,061040,2.5577043044291954,0.2449479485609308,1.3721185510428102,2.191011235955056
165,애니플러스,310200,-15.760869565217392,-3.4090909090909087,-2.824858757062147,-0.5208333333333333
166,어보브반도체,102120,9.84375,5.341246290801187,7.291666666666667,12.732919254658384
167,에스아이리소스,065420,-11.76470588235294,-42.857142857142854,-1.694915254237288,9.411764705882353
168,에스앤더블류,103230,-0.5586592178770949,-2.6415094339622645,1.1194029850746268,-1.3307984790874523
169,에스앤에스텍,101490,0.0,,,1.527331189710611
170,에스에너지,095910,0.45540796963946867,0.9618941916389198,1.2553942722636329,-0.8522727272727272
171,에스코넥,096630,-7.442596991290578,-4.786836200448766,-7.343234323432343,-3.566009104704097
172,에쎈테크,043340,-0.4987531172069825,-0.7731958762886598,1.9607843137254901,-0.18587360594795538
173,에이루트,096690,0.5263157894736842,-0.45558086560364464,-1.9438444924406046,-2.7210884353741496
174,에이스토리,241840,-2.380952380952381,-2.857142857142857,-5.454545454545454,-2.358490566037736
175,에이티넘인베스트,021080,6.599713055954089,-1.721664275466284,7.304347826086957,7.450331125827815
176,엑세스바이오,950130,-2.73224043715847,-1.549053356282272,1.8232819074333801,2.716688227684347
177,엑스큐어,070300,-10.204081632653061,-1.7857142857142856,0.0,-3.4090909090909087
178,엑시콘,092870,3.065134099616858,1.75054704595186,-5.918367346938775,12.839059674502712
179,엔피케이,048830,-1.957831325301205,0.2911208151382824,-1.5037593984962405,1.6491754122938531
180,엠게임,058630,14.799999999999999,10.330578512396695,9.745762711864407,8.050847457627118
181,엠벤처투자,019590,5.077262693156733,-2.8199566160520604,-2.1321961620469083,-0.22522522522522523
182,엠씨넥스,097520,6.947830326669917,3.4112554112554117,0.2066115702479339,4.855275443510738
183,영화테크,265560,-4.2042042042042045,-4.0,0.0,-0.9375
184,오공,045060,2.7439024390243905,2.2155085599194364,2.1784232365145226,2.3109243697478994
185,오스템임플란트,048260,1.8786127167630058,0.641527147551244,3.5553555355535553,3.6244074017433863
186,오픈베이스,049480,4.721030042918455,-3.098106712564544,-0.19685039370078738,-1.3435700575815739
187,옵티시스,109080,4.639175257731959,2.4630541871921183,3.296703296703297,0.0
188,와이지-원,019210,-0.8829221093372037,-0.10711735301118781,-0.5108246168815374,-1.197974558478449
189,우리바이오,082850,1.966690290574061,0.7574453434326046,2.5135996998686925,2.454183266932271
190,원익QnC,074600,3.078896728672226,1.0289737340915246,2.06953642384106,2.1154384981787615
191,원익큐브,014190,0.09643201542912247,0.6782945736434108,0.4140786749482402,0.7352941176470588
192,원풍물산,008290,0.0,-2.479338842975207,-3.39943342776204,-2.1739130434782608
193,웨이브일렉트로,095270,-9.722222222222223,-5.2356020942408374,-6.481481481481481,-5.780346820809249
194,웰크론,065950,2.4293505205751114,-0.6610576923076923,3.1269543464665412,2.1517553793884483
195,위지트,036090,-0.975609756097561,-2.481389578163772,-0.26109660574412535,0.26246719160104987
196,유니온커뮤니티,203450,1.7500000000000002,2.0050125313283207,0.7444168734491315,1.2106537530266344
197,유니테크노,241690,2.0021074815595363,1.9067796610169492,0.5500550055005501,0.21344717182497333
198,유비쿼스홀딩스,078070,5.68445475638051,4.382929642445213,6.420021762785637,7.0098576122672505
199,유신,054930,-2.7901785714285716,-0.7486631016042781,1.3713080168776373,0.10090817356205853
200,유안타제5호스팩,336060,,,0.0,0.0
201,유안타제7호스팩,367460,,,,
202,유진스팩5호,331380,0.0,0.0,0.0,0.0
203,유테크,178780,-24.892703862660944,0.7194244604316548,-3.6900369003690034,0.0
204,유티아이,179900,-1.9332161687170473,-0.1594896331738437,-1.238390092879257,1.3574660633484164
205,이스트소프트,047560,-0.573394495412844,-0.3329633740288568,2.074235807860262,1.7738359201773837
206,이스트아시아홀딩스,900110,0.6349206349206349,-3.145695364238411,-1.3539651837524178,5.167958656330749
207,이엠네트웍스,087730,-7.0754716981132075,-5.0,-2.1164021164021163,-2.209944751381215
208,이엠넷,123570,4.772234273318872,3.6363636363636362,1.366742596810934,3.5294117647058822
209,이지바이오,353810,,,5.409153952843273,9.672830725462305
210,인베니아,079950,0.6314580941446613,-0.5291005291005291,1.5220700152207,-0.321285140562249
211,인텍플러스,064290,5.806451612903226,3.869047619047619,3.8356164383561646,6.25
212,자비스,254120,-5.4945054945054945,-1.090909090909091,-1.183431952662722,-1.1627906976744187
213,자이글,234920,-6.438631790744467,-2.0120724346076457,-0.2028397565922921,3.0120481927710845
214,장원테크,174880,-5.692108667529108,-3.7170263788968825,-14.102564102564102,-1.7391304347826086
215,정상제이엘에스,040420,2.1164021164021163,0.22002200220022,3.2008830022075054,3.733031674208145
216,제우스,079370,1.322418136020151,-2.0998091082628854,4.14066931366988,1.9723865877712032
217,제이엠티,094970,-1.1261261261261262,-0.9746588693957114,-2.7027027027027026,4.923076923076923
218,제일제강,023440,-2.346805736636245,-1.7857142857142856,-0.7334963325183375,-1.5113350125944585
219,제주반도체,080220,1.6917293233082706,0.7722007722007722,3.171091445427729,1.2283236994219653
220,젬백스,082270,-9.939759036144578,-5.9748427672955975,4.337899543378995,7.83289817232376
221,조아제약,034940,-0.4942339373970346,0.4531722054380665,0.3048780487804878,-0.30959752321981426
222,주성엔지니어링,036930,0.48499545316762654,-0.6855184233076265,0.25323579065841306,-3.8558256496227994
223,지엔씨에너지,119850,1.358695652173913,1.441899915182358,1.0138248847926268,1.0416666666666665
224,지엔코,065060,1.8852459016393444,-5.042735042735043,-0.6884681583476765,-1.6814159292035398
225,캐스텍코리아,071850,-1.3803123864874682,-0.5133846718005134,-1.5337423312883436,-0.6573859242072699
226,케이비제20호스팩,342550,,-200.0,0.0,0.0
227,케이피엠테크,042040,-9.420289855072465,-8.417508417508419,-5.985915492957746,-5.6105610561056105
228,케이피티유,054410,0.5263157894736842,1.9417475728155338,0.0,1.0638297872340425
229,켄코아에어로스페이스,274090,0.0,-3.3628318584070795,-1.4308426073131957,-2.083333333333333
230,코렌,078650,-4.8503611971104235,-8.987701040681173,-7.755946225439504,-5.742145178764897
231,코프라,126600,1.728395061728395,2.470265324794145,1.0576923076923077,3.875968992248062
232,크로바하이텍,043590,-1.2987012987012987,-3.8793103448275863,-0.5434782608695652,-3.296703296703297
233,클리노믹스,352770,0.0,,0.0,
234,키네마스터,139670,12.195121951219512,10.638297872340425,30.434782608695656,37.03703703703704
235,특수건설,026150,0.0,1.8092105263157896,1.0299625468164793,-1.0135135135135136
236,티앤알바이오팹,246710,-54.285714285714285,-29.310344827586203,-2.2988505747126435,-20.212765957446805
237,티에스이,131290,4.634495938843765,5.39947322212467,6.875993640699524,5.491585473870682
238,파라텍,033540,-14.052287581699346,2.158273381294964,8.388312912346843,1.3779527559055118
239,파세코,037070,3.311965811965812,-2.044790652385589,7.990115321252059,6.364513018322084
240,파커스,065690,-1.9830028328611897,-2.0437956204379564,0.1564945226917058,0.8075370121130552
241,패션플랫폼,225590,7.602339181286549,3.7037037037037033,-0.30303030303030304,4.736842105263158
242,푸드웰,005670,1.7857142857142856,1.2646793134598013,1.6559337626494939,1.014760147601476
243,프로스테믹스,203690,-3.4482758620689653,2.197802197802198,-3.015075376884422,-0.4728132387706856
244,프리시젼바이오,335810,0.0,,,0.0
245,피델릭스,032580,2.2026431718061676,-0.7309941520467835,-1.228878648233487,-1.7094017094017095
246,피에스엠씨,024850,-1.2295081967213115,0.0,-2.5974025974025974,-2.690582959641256
247,하나금융15호스팩,341160,,,0.0,0.0
248,하나기술,299030,0.0,,5.27803958529689,
249,하이즈항공,221840,1.1702127659574468,0.4287245444801715,-0.6335797254487857,-2.127659574468085
250,한국맥널티,222980,1.0256410256410255,1.715686274509804,2.1739130434782608,2.2670025188916876
251,한국코퍼레이션,050540,-0.4497751124437781,-0.625,-0.9419152276295133,3.139717425431711
252,한양디지텍,078350,-3.421461897356143,1.1173184357541899,4.567307692307692,2.869287991498406
253,한일진공,123840,-1.675977653631285,-3.481624758220503,-2.3255813953488373,-2.102803738317757
254,한일화학,007770,0.1002004008016032,0.0,-0.17953321364452424,0.08424599831508003
255,해성산업,034810,0.0,,,1.5312632922160783
256,현대바이오,048410,1.9011406844106464,0.18148820326678766,0.38095238095238093,-1.5901060070671376
257,화성밸브,039610,1.2391573729863694,0.2509410288582183,0.5882352941176471,0.2352941176470588
258,휴맥스,115160,-0.7016971279373369,-0.714711137581894,0.48724562912009173,-0.3858796627125911
259,나눔테크,244880,0.0,,,
260,다원넥스뷰,323350,0.0,,,
261,다이노나,086080,0.0,,,
262,다이오진,271850,0.0,,,
263,선바이오,067370,0.0,,,
264,씨앗,103660,0.0,,,
265,씨이랩,189330,0.0,,0.0,16.666666666666664
266,에스알바이오텍,270210,0.0,,,
267,엘리비젼,276240,0.0,,,
268,유투바이오,221800,0.0,,,
269,이도바이오,336040,0.0,,,
270,전우정밀,120780,0.0,,,
271,진코스텍,250030,4.761904761904762,3.149606299212598,4.511278195488721,7.744107744107744
272,큐엠씨,136660,0.0,,,
273,티티씨디펜스,309900,0.0,,,
274,폭스소프트,354230,0.0,,,
275,CJ CGV,079160,1.0987913295375087,-1.8258785127760493,-3.4407298038388525,-2.605091770278271
276,CJ제일제당,097950,1.1347672843815981,1.167890009227982,1.6353601488776817,1.718398099120929
277,HDC현대EP,089470,0.7852193995381063,1.9840309702395353,2.390745501285347,2.535496957403651
278,JW홀딩스,096760,-2.246009748638058,0.7956052282629287,0.2986800269775508,1.012066952121448
279,KB금융,105560,0.15206617032237202,0.1941757006984607,0.24864274677546747,0.23993854591990135
280,KC코트렐,119650,2.951322345726332,0.11476664116296864,-2.177121771217712,-1.9276160503540518
281,SG충방,001380,0.15037593984962408,1.1379800853485065,0.4437869822485207,3.400309119010819
282,금강공업,014280,-0.6057024671295612,0.18659394287354672,-0.2294564749749032,0.2974326862867877
283,금호산업,002990,1.658995013425393,1.6528925619834711,1.8356026222894604,2.302186109498936
284,금호전기,001210,2.737520128824477,-4.329004329004329,-1.4423076923076923,-6.822262118491921
285,기업은행,024110,0.12602804624140165,0.20448342193869332,0.1252831128229189,0.13856396564231782
286,남성,004270,-3.070175438596491,0.5509641873278237,-0.28776978417266186,1.507537688442211
287,넷마블,251270,2.559479088404708,0.9166067577282531,3.7314455355103906,3.94255520932123
288,대구백화점,006370,-0.7046979865771812,-0.8095800303592511,-0.39022734984730234,-1.2626262626262625
289,대우건설,047040,0.6173264802744898,1.739618406285073,1.1610427910838785,1.4728404780648394
290,대원제약,003220,3.5726554448643073,3.4887737478411056,2.544704264099037,1.6886187098953058
291,대한방직,001070,-4.954954954954955,0.591715976331361,0.49295774647887325,0.9168303863785201
292,대한제당,001790,1.0065359477124183,0.9127281820455114,0.807061790668348,2.0031015766347893
293,대한해운,005880,0.6625999158603281,1.0315571018738936,1.104799950065539,1.3300055827394832
294,덕양산업,024900,0.13312624805857556,-0.950834879406308,-0.6203208556149733,0.2553191489361702
295,동원금속,018500,1.5918367346938775,0.7660455486542442,-0.24043715846994534,-0.8748906386701663
296,두산인프라코어,042670,1.3709605626279713,1.75627553149167,1.5745058623047177,1.8433227960726022
297,디씨엠,024090,6.976744186046512,6.349206349206349,4.464285714285714,8.541973490427099
298,디티알오토모티브,007340,2.4550167734065265,3.0361950344002393,0.43618739903069464,3.974734247419504
299,롯데손해보험,000400,-0.7159934022350856,0.3331798686665536,0.20845120752806648,0.04639791566286561
300,롯데제과,280360,0.7119001582000352,0.817668755277074,1.1289679904369772,2.1123337310530736
301,롯데칠성음료,005300,-0.24622631409913284,0.22316684378320936,1.0217247271332428,2.037612086110045
302,롯데케미칼,011170,1.0961584384171563,-0.6626088296478928,0.2673861983209122,1.5685703185703184
303,롯데하이마트,071840,0.21928297946397493,0.663626463381432,2.3458921498933685,1.9246660239636413
304,미원홀딩스,107590,1.0875475802066341,2.5589563472152537,2.963719979560552,3.373748023194518
305,백산,035150,1.4079288625416821,3.9917412250516175,-7.4265975820379975,2.1401594628619387
306,보락,002760,0.6048387096774194,0.19342359767891684,0.0,0.0
307,사조대림,003960,1.4961764379917986,1.0107816711590296,1.049812533476165,2.525987525987526
308,사조동아원,008040,0.37134119702927043,0.9019165727170236,1.246719160104987,0.8329679964927663
309,삼양식품,003230,6.175356830760268,7.897071872227151,8.555684454756381,6.074766355140187
310,서원,021050,1.032346868547832,0.0,1.361031518624642,1.5918958031837915
311,선진,136490,0.8712121212121213,2.4207421971000245,3.656307129798903,2.2052880729707884
312,성안,011300,-3.63906424062384,0.29996250468691416,-2.977867203219316,-2.8606456885982836
313,세방,004360,0.17337699865151224,1.2352717597871532,0.994733762434172,0.24818633066055745
314,세아홀딩스,058650,0.023493731445291644,0.3920163550909436,0.4290718038528897,-0.33233781689982705
315,세이브존I&C,067830,1.9326065411298314,0.6215813028344107,1.568334578043316,0.5453644025780863
